commodity,import_PCE
111CA_Farms,264.74240865398747
113FF_Forestry_fishing_and_related_activities,59.720944218914454
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.1032329169728141
213_Support_activities_for_mining,-0
22_Utilities,54.51420099875156
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,1212.8010756604508
313TT_Textile_mills_and_textile_product_mills,163.16361028583137
315AL_Apparel_and_leather_and_allied_products,553.3481596414102
321_Wood_products,14.978168784620397
322_Paper_products,84.0704201394795
323_Printing_and_related_support_activities,0.48245614035087714
324_Petroleum_and_coal_products,407.48709677419356
325_Chemical_products,139.96405500479693
326_Plastics_and_rubber_products,17.812701829924652
327_Nonmetallic_mineral_products,11.343122614899618
331_Primary_metals,5.242889833278849
332_Fabricated_metal_products,10.009038157200633
333_Machinery,19.569189273708076
334_Computer_and_electronic_products,54.874760994263866
335_Electrical_equipment_appliances_and_components,61.2992618629174
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,347.98627816364564
3364OT_Other_transportation_equipment,7.759161123012741
337_Furniture_and_related_products,20.045749613601238
339_Miscellaneous_manufacturing,241.36846323382088
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,171.24281984334203
482_Rail_transportation,4.170276888302882
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,29.5313022478172
512_Motion_picture_and_sound_recording_industries,-0
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,0
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,-0
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,-0
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,-0
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1827.0726892013163
Used_Scrap_used_and_secondhand_goods,687.5354406130268
