commodity,import_PCE
111CA_Farms,5334.965820865041
113FF_Forestry_fishing_and_related_activities,1484.8574936209138
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,20.466416298315
213_Support_activities_for_mining,0
22_Utilities,1596.8380165606072
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,39082.98411592917
313TT_Textile_mills_and_textile_product_mills,6962.617649662172
315AL_Apparel_and_leather_and_allied_products,109975.93364958536
321_Wood_products,577.5457738704562
322_Paper_products,3324.3031710486302
323_Printing_and_related_support_activities,108.88746081915828
324_Petroleum_and_coal_products,42845.170001975486
325_Chemical_products,55565.34038216364
326_Plastics_and_rubber_products,4907.016873960977
327_Nonmetallic_mineral_products,1754.4560403245714
331_Primary_metals,340.3311829614653
332_Fabricated_metal_products,1759.405276165482
333_Machinery,3049.512650440538
334_Computer_and_electronic_products,45144.194150792864
335_Electrical_equipment_appliances_and_components,13724.453504553112
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,64315.718824613155
3364OT_Other_transportation_equipment,5108.344656957881
337_Furniture_and_related_products,11797.015057822036
339_Miscellaneous_manufacturing,39339.34566634987
42_Wholesale_trade,0
441_Motor_vehicle_and_parts_dealers,-0
445_Food_and_beverage_stores,-0
452_General_merchandise_stores,-0
481_Air_transportation,19906.397440195033
482_Rail_transportation,0
483_Water_transportation,0
484_Truck_transportation,0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
4A0_Other_retail,-0
511_Publishing_industries_except_internet_includes_software,1837.1505984636456
512_Motion_picture_and_sound_recording_industries,1144.4287934232293
513_Broadcasting_and_telecommunications,74.84026195594248
514_Data_processing_internet_publishing_and_other_information_services,92.8494691439947
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,15.902905100718257
523_Securities_commodity_contracts_and_investments,22.69665863867
524_Insurance_carriers_and_related_activities,21729.692104779653
525_Funds_trusts_and_other_financial_vehicles,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,739.7916930881421
5412OP_Miscellaneous_professional_scientific_and_technical_services,2480.795933362768
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,58.59091122223078
562_Waste_management_and_remediation_services,17.443766404199476
61_Educational_services,926.3599974823151
621_Ambulatory_health_care_services,-0
622_Hospitals,1689.0317580731366
623_Nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,143.20440691143995
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,1833.670095176924
GFGD_Federal_general_government_defense,-0
HS_Housing,-0
ORE_Other_real_estate,-0
