commodity,import_PCE
111CA_Farms,1098.846473580462
113FF_Forestry_fishing_and_related_activities,257.59562762831956
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,3.6335140077058705
213_Support_activities_for_mining,-0
22_Utilities,1946.0526262561254
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,11432.151942336874
313TT_Textile_mills_and_textile_product_mills,1033.6029141463089
315AL_Apparel_and_leather_and_allied_products,22738.908139720832
321_Wood_products,78.07422519315914
322_Paper_products,646.091255900166
323_Printing_and_related_support_activities,12.744037154627273
324_Petroleum_and_coal_products,8910.344975257922
325_Chemical_products,4012.0724076445913
326_Plastics_and_rubber_products,669.0489570202903
327_Nonmetallic_mineral_products,264.2508750570689
331_Primary_metals,79.92307750916197
332_Fabricated_metal_products,274.90958064561266
333_Machinery,735.2141134027339
334_Computer_and_electronic_products,3267.074375386136
335_Electrical_equipment_appliances_and_components,1926.2248752775615
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,19218.339499860554
3364OT_Other_transportation_equipment,538.5454270338548
337_Furniture_and_related_products,1087.517543604228
339_Miscellaneous_manufacturing,6092.02568748094
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,2471.3083680822638
482_Rail_transportation,24.093143424975157
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,-0
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,522.6595709157693
512_Motion_picture_and_sound_recording_industries,26.00650343055962
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,12.36161194833154
523_Securities_commodity_contracts_and_investments,46.72954279611453
524_Insurance_carriers_and_related_activities,508.2028569492611
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,1.144039352879544
5412OP_Miscellaneous_professional_scientific_and_technical_services,9.431701479901665
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,0.748298116877376
562_Waste_management_and_remediation_services,-0
61_Educational_services,1.7557049173629697
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,3.786224620920072
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,183.93983409514135
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-3398.9603836381207
Used_Scrap_used_and_secondhand_goods,15694.175531914892
