commodity,import_PCE
111CA_Farms,339.83842128971895
113FF_Forestry_fishing_and_related_activities,84.9352994282275
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.4845831747240197
213_Support_activities_for_mining,-0
22_Utilities,187.57188295165392
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,3055.749730560205
313TT_Textile_mills_and_textile_product_mills,273.5189300279374
315AL_Apparel_and_leather_and_allied_products,3262.256337870699
321_Wood_products,24.03957796014068
322_Paper_products,114.39065809913853
323_Printing_and_related_support_activities,2.3787283727842055
324_Petroleum_and_coal_products,1365.0503597122301
325_Chemical_products,496.18361758723205
326_Plastics_and_rubber_products,130.1691050731522
327_Nonmetallic_mineral_products,50.88282496253686
331_Primary_metals,17.823234782608697
332_Fabricated_metal_products,39.88635717938519
333_Machinery,96.17735618630506
334_Computer_and_electronic_products,497.38241645244216
335_Electrical_equipment_appliances_and_components,350.03354919247874
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3245.1853187767656
3364OT_Other_transportation_equipment,172.9751329646719
337_Furniture_and_related_products,104.16915422885572
339_Miscellaneous_manufacturing,764.7424283616987
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,473.80087780087774
482_Rail_transportation,10.589850958126332
483_Water_transportation,30.29198224079394
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0.8136443060092685
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,109.92190739460953
512_Motion_picture_and_sound_recording_industries,4.4274232245681375
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,85.26478543563069
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,1.6480390802576885
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,0.19797832014364566
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,10.368526696105981
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,22.830433401861974
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,3794.1128340481687
Used_Scrap_used_and_secondhand_goods,2508.235294117647
