commodity,import_PCE
111CA_Farms,3226.856233917375
113FF_Forestry_fishing_and_related_activities,1190.8965540169888
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,30.7021126167831
213_Support_activities_for_mining,0
22_Utilities,644.5592882589037
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,28778.004771961798
313TT_Textile_mills_and_textile_product_mills,5619.351098970907
315AL_Apparel_and_leather_and_allied_products,95569.03129882744
321_Wood_products,695.997069045598
322_Paper_products,2826.435510369144
323_Printing_and_related_support_activities,56.50382265055052
324_Petroleum_and_coal_products,20170.596749089862
325_Chemical_products,38877.819478101694
326_Plastics_and_rubber_products,3582.260807734582
327_Nonmetallic_mineral_products,1817.1113119154986
331_Primary_metals,162.85734118861578
332_Fabricated_metal_products,1676.5607890141762
333_Machinery,2529.8300589603114
334_Computer_and_electronic_products,33673.656413447745
335_Electrical_equipment_appliances_and_components,11440.74787788304
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,71632.79488659145
3364OT_Other_transportation_equipment,5207.926165685831
337_Furniture_and_related_products,10343.638303414007
339_Miscellaneous_manufacturing,32449.186371221323
42_Wholesale_trade,0
441_Motor_vehicle_and_parts_dealers,-0
445_Food_and_beverage_stores,-0
452_General_merchandise_stores,-0
481_Air_transportation,13321.809875367771
482_Rail_transportation,0
483_Water_transportation,0
484_Truck_transportation,0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
4A0_Other_retail,-0
511_Publishing_industries_except_internet_includes_software,1489.497098532544
512_Motion_picture_and_sound_recording_industries,1576.8335766183925
513_Broadcasting_and_telecommunications,62.51571061075125
514_Data_processing_internet_publishing_and_other_information_services,30.331588132635254
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,13.603730726485235
523_Securities_commodity_contracts_and_investments,16.799415028993476
524_Insurance_carriers_and_related_activities,12305.296373890906
525_Funds_trusts_and_other_financial_vehicles,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,374.14324877283497
5412OP_Miscellaneous_professional_scientific_and_technical_services,1304.219238161446
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,42.563539305114496
562_Waste_management_and_remediation_services,11.77704092339979
61_Educational_services,554.9117035286016
621_Ambulatory_health_care_services,-0
622_Hospitals,1243.9754645539128
623_Nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,59.74092599438923
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,1376.784782491905
GFGD_Federal_general_government_defense,-0
HS_Housing,-0
ORE_Other_real_estate,-0
