commodity,import_PCE
111CA_Farms,754.9882326362628
113FF_Forestry_fishing_and_related_activities,194.52991452991455
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,3.081010821594825
213_Support_activities_for_mining,-0
22_Utilities,1176.9316668123415
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,6512.452058154867
313TT_Textile_mills_and_textile_product_mills,404.61127949772674
315AL_Apparel_and_leather_and_allied_products,10285.119583152411
321_Wood_products,58.77599937129984
322_Paper_products,286.3520457545095
323_Printing_and_related_support_activities,6.233707537541915
324_Petroleum_and_coal_products,3740.6353150459395
325_Chemical_products,1555.3627629683285
326_Plastics_and_rubber_products,362.9554897463873
327_Nonmetallic_mineral_products,123.10550071921035
331_Primary_metals,46.156587128007274
332_Fabricated_metal_products,130.72385752562252
333_Machinery,300.7531688592107
334_Computer_and_electronic_products,1324.07960260027
335_Electrical_equipment_appliances_and_components,793.3763297872341
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,8691.764558167728
3364OT_Other_transportation_equipment,243.3242260988541
337_Furniture_and_related_products,355.9669375692648
339_Miscellaneous_manufacturing,2590.8115471566866
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,1093.6682047429981
482_Rail_transportation,18.13294139093975
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,-0
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,193.1420093916095
512_Motion_picture_and_sound_recording_industries,21.39025
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,18.282967931937172
524_Insurance_carriers_and_related_activities,325.8284365034931
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,4.8002282220516035
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,0.1457828157410383
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,72.94146669863696
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,403.5581928523264
Used_Scrap_used_and_secondhand_goods,4392.390712570056
