commodity,import_PCE
111CA_Farms,267.2158536286268
113FF_Forestry_fishing_and_related_activities,59.206359678057794
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.2070021881838073
213_Support_activities_for_mining,-0
22_Utilities,65.28338603746047
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,1609.1160377873643
313TT_Textile_mills_and_textile_product_mills,215.19345661450924
315AL_Apparel_and_leather_and_allied_products,724.5542150098292
321_Wood_products,20.38659207282382
322_Paper_products,99.89621413069689
323_Printing_and_related_support_activities,0.9394313967861557
324_Petroleum_and_coal_products,524.3211947626841
325_Chemical_products,211.45229960578186
326_Plastics_and_rubber_products,27.531688021325994
327_Nonmetallic_mineral_products,16.128004675969898
331_Primary_metals,8.312839299112857
332_Fabricated_metal_products,14.773869346733667
333_Machinery,35.39114200367647
334_Computer_and_electronic_products,116.42569877337623
335_Electrical_equipment_appliances_and_components,97.30430496220835
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,580.7602202627819
3364OT_Other_transportation_equipment,20.467698142481574
337_Furniture_and_related_products,28.59710824540836
339_Miscellaneous_manufacturing,369.32890365448503
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,204.76694641704327
482_Rail_transportation,3.9473052866078318
483_Water_transportation,1.1170298627925745
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0.017972235994050567
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,38.72796153285735
512_Motion_picture_and_sound_recording_industries,-0
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,0
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,-0
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,-0
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,-0
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2244.5706194690265
Used_Scrap_used_and_secondhand_goods,941.8400597907324
