commodity,import_PCE
111CA_Farms,370.2674267302807
113FF_Forestry_fishing_and_related_activities,107.33959390862942
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.5409203114121146
213_Support_activities_for_mining,-0
22_Utilities,307.92207892204044
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,3850.007487609001
313TT_Textile_mills_and_textile_product_mills,293.1555510251631
315AL_Apparel_and_leather_and_allied_products,4129.3046526119015
321_Wood_products,31.196520749502092
322_Paper_products,159.7246891651865
323_Printing_and_related_support_activities,2.9118934525472664
324_Petroleum_and_coal_products,2386.6736011671574
325_Chemical_products,631.9270984606447
326_Plastics_and_rubber_products,177.17717717717719
327_Nonmetallic_mineral_products,65.33686633942922
331_Primary_metals,19.126786379127644
332_Fabricated_metal_products,50.49638554216868
333_Machinery,132.92886093894836
334_Computer_and_electronic_products,669.7402095848954
335_Electrical_equipment_appliances_and_components,423.3031720211468
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3818.4712102786443
3364OT_Other_transportation_equipment,180.69313324517972
337_Furniture_and_related_products,141.73155056511783
339_Miscellaneous_manufacturing,1012.4666966023051
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,568.0070577268793
482_Rail_transportation,13.40366319332082
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0.8482257955085148
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,114.43124332027075
512_Motion_picture_and_sound_recording_industries,6.1451160704272745
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,134.45087112929394
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,1.3915436577433076
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,-0
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,1.8625406052316635
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,36.23450772872859
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2897.7587298123094
Used_Scrap_used_and_secondhand_goods,3193.606220657277
