commodity,import_PCE
111CA_Farms,3498.911532229585
113FF_Forestry_fishing_and_related_activities,986.3576729057515
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,20.5985264708978
213_Support_activities_for_mining,0
22_Utilities,509.859424383113
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,23353.683799191036
313TT_Textile_mills_and_textile_product_mills,4065.026495274687
315AL_Apparel_and_leather_and_allied_products,85528.65837285036
321_Wood_products,502.8054795599032
322_Paper_products,2214.557993208176
323_Printing_and_related_support_activities,33.03395037823045
324_Petroleum_and_coal_products,10295.877865153945
325_Chemical_products,33141.04156284262
326_Plastics_and_rubber_products,2640.222222222222
327_Nonmetallic_mineral_products,1412.4357355845564
331_Primary_metals,176.55004546832373
332_Fabricated_metal_products,1210.7826086956522
333_Machinery,2068.4740139303485
334_Computer_and_electronic_products,25918.858049701346
335_Electrical_equipment_appliances_and_components,9293.430932645058
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,65549.62541325527
3364OT_Other_transportation_equipment,4249.4620893134725
337_Furniture_and_related_products,7845.390545214956
339_Miscellaneous_manufacturing,29252.48155880306
42_Wholesale_trade,0
441_Motor_vehicle_and_parts_dealers,-0
445_Food_and_beverage_stores,-0
452_General_merchandise_stores,-0
481_Air_transportation,12039.994889718297
482_Rail_transportation,0
483_Water_transportation,0
484_Truck_transportation,0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
4A0_Other_retail,-0
511_Publishing_industries_except_internet_includes_software,1166.0234559198852
512_Motion_picture_and_sound_recording_industries,1125.1914625502088
513_Broadcasting_and_telecommunications,50.66501179300288
514_Data_processing_internet_publishing_and_other_information_services,24.71230888329785
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,10.908727001700012
523_Securities_commodity_contracts_and_investments,15.531195709893336
524_Insurance_carriers_and_related_activities,9736.563956383294
525_Funds_trusts_and_other_financial_vehicles,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,336.28404551419794
5412OP_Miscellaneous_professional_scientific_and_technical_services,1037.9616886704748
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,38.35027059385817
562_Waste_management_and_remediation_services,10.89951340952812
61_Educational_services,511.2251099477522
621_Ambulatory_health_care_services,-0
622_Hospitals,1140.1479691766021
623_Nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,53.109708820975655
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,1210.9353655550403
GFGD_Federal_general_government_defense,-0
HS_Housing,-0
ORE_Other_real_estate,-0
