commodity,import_PCE
111CA_Farms,315.0605974395448
113FF_Forestry_fishing_and_related_activities,63.883723667176646
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.3425102062179421
213_Support_activities_for_mining,-0
22_Utilities,82.14642857142857
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,2045.459190872624
313TT_Textile_mills_and_textile_product_mills,217.11528257898544
315AL_Apparel_and_leather_and_allied_products,1145.03873084599
321_Wood_products,23.20997396038823
322_Paper_products,106.54898828541
323_Printing_and_related_support_activities,1.3577058983419408
324_Petroleum_and_coal_products,641.0920752692978
325_Chemical_products,276.80984452246184
326_Plastics_and_rubber_products,51.239528609967344
327_Nonmetallic_mineral_products,23.466867469879517
331_Primary_metals,13.042849692291645
332_Fabricated_metal_products,21.421163762446657
333_Machinery,50.27315496962647
334_Computer_and_electronic_products,188.9005143757619
335_Electrical_equipment_appliances_and_components,141.60930071315374
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,1241.460569837891
3364OT_Other_transportation_equipment,23.258718572587185
337_Furniture_and_related_products,42.01980198019802
339_Miscellaneous_manufacturing,498.78966249359394
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,239.65853094274146
482_Rail_transportation,4.772146507666099
483_Water_transportation,7.312192118226601
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0.15780296425457715
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,49.13283405597162
512_Motion_picture_and_sound_recording_industries,0.3496990814063985
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,0
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,1.5062228068400283
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,-0
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,4.658217032184562
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,1.3849850577497778
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2638.9686812087252
Used_Scrap_used_and_secondhand_goods,1410.2293640054127
