commodity,import_PCE
111CA_Farms,763.7078071315815
113FF_Forestry_fishing_and_related_activities,155.09091642790847
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,2.670098021993465
213_Support_activities_for_mining,-0
22_Utilities,957.0564286147686
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,5512.949556373291
313TT_Textile_mills_and_textile_product_mills,298.4996432871093
315AL_Apparel_and_leather_and_allied_products,7356.840233247448
321_Wood_products,47.11300739355329
322_Paper_products,264.1021276595745
323_Printing_and_related_support_activities,4.217564326210205
324_Petroleum_and_coal_products,4105.0762762940785
325_Chemical_products,1138.9421522246842
326_Plastics_and_rubber_products,290.5418573351279
327_Nonmetallic_mineral_products,92.52288577624098
331_Primary_metals,35.036285068220145
332_Fabricated_metal_products,90.16802631154677
333_Machinery,219.37049845964992
334_Computer_and_electronic_products,1102.7573743666298
335_Electrical_equipment_appliances_and_components,698.5266257668711
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,6978.88246722762
3364OT_Other_transportation_equipment,185.20841505557112
337_Furniture_and_related_products,264.28592991913746
339_Miscellaneous_manufacturing,1892.9678461787041
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,1126.9132207578255
482_Rail_transportation,16.697520903623296
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,-0
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,138.97218022376777
512_Motion_picture_and_sound_recording_industries,14.635923635385858
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,247.05114353368214
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,3.3375994549745736
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,0.14893251870666574
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,67.85775719483956
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,683.3674236235909
Used_Scrap_used_and_secondhand_goods,3760.1230307576893
