commodity,import_PCE
111CA_Farms,549.5254330176775
113FF_Forestry_fishing_and_related_activities,112.19019776440241
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.885847912697038
213_Support_activities_for_mining,-0
22_Utilities,559.2766663992942
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,4909.11652091704
313TT_Textile_mills_and_textile_product_mills,318.4575050738136
315AL_Apparel_and_leather_and_allied_products,4239.632111639319
321_Wood_products,31.612739152549004
322_Paper_products,236.40728672985782
323_Printing_and_related_support_activities,3.194798862251117
324_Petroleum_and_coal_products,4889.969650850493
325_Chemical_products,824.4949747101799
326_Plastics_and_rubber_products,180.1694433590281
327_Nonmetallic_mineral_products,68.93376592545698
331_Primary_metals,25.94406389022887
332_Fabricated_metal_products,67.07243508439377
333_Machinery,145.44772505738453
334_Computer_and_electronic_products,749.1111891869549
335_Electrical_equipment_appliances_and_components,425.8707985770363
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3847.890450722253
3364OT_Other_transportation_equipment,202.97239915074312
337_Furniture_and_related_products,163.77457965232261
339_Miscellaneous_manufacturing,1112.608292023434
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,717.736170212766
482_Rail_transportation,14.69150289017341
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0.7841584158415841
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,127.57132442284326
512_Motion_picture_and_sound_recording_industries,9.469955983212202
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,64.26496857426397
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,1.6770777296077128
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,-0
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,1.864327485380117
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,34.888455704098554
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2479.0114285714285
Used_Scrap_used_and_secondhand_goods,3187.9339378238337
