commodity,import_PCE
111CA_Farms,927.9981809913597
113FF_Forestry_fishing_and_related_activities,173.95450692285957
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,3.9646255645415396
213_Support_activities_for_mining,-0
22_Utilities,2677.428569802451
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,9299.571750042085
313TT_Textile_mills_and_textile_product_mills,554.6020090521934
315AL_Apparel_and_leather_and_allied_products,12861.860397229695
321_Wood_products,60.84819917185343
322_Paper_products,488.1528791565288
323_Printing_and_related_support_activities,7.240644397402318
324_Petroleum_and_coal_products,6556.626774820971
325_Chemical_products,2114.840414819616
326_Plastics_and_rubber_products,464.9382622089336
327_Nonmetallic_mineral_products,158.106238835882
331_Primary_metals,58.3805873734683
332_Fabricated_metal_products,165.86452522168068
333_Machinery,374.46821231344984
334_Computer_and_electronic_products,1714.9032260576982
335_Electrical_equipment_appliances_and_components,1084.222819962924
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,10268.83778151598
3364OT_Other_transportation_equipment,419.241594515009
337_Furniture_and_related_products,512.937811900192
339_Miscellaneous_manufacturing,3590.5874530460687
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,2180.3567597388665
482_Rail_transportation,21.49512767152248
483_Water_transportation,0
484_Truck_transportation,-0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,-0
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,254.75736910750888
512_Motion_picture_and_sound_recording_industries,18.724098637130226
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,-0
523_Securities_commodity_contracts_and_investments,66.64080088577228
524_Insurance_carriers_and_related_activities,381.606034708118
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,-0
5412OP_Miscellaneous_professional_scientific_and_technical_services,13.302709352770867
5415_Computer_systems_design_and_related_services,-0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,0.11713283502598666
562_Waste_management_and_remediation_services,-0
61_Educational_services,-0
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,-0
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,40.65827238757143
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-10931.599888950583
Used_Scrap_used_and_secondhand_goods,5626.353053435115
