commodity,import_PCE
111CA_Farms,9122.355534454695
113FF_Forestry_fishing_and_related_activities,2135.224809516405
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,0
213_Support_activities_for_mining,0
22_Utilities,990.5571104083333
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,61072.12187130308
313TT_Textile_mills_and_textile_product_mills,9972.592716269815
315AL_Apparel_and_leather_and_allied_products,134374.6228225258
321_Wood_products,599.6776320582878
322_Paper_products,2607.098110172899
323_Printing_and_related_support_activities,126.86305887591668
324_Petroleum_and_coal_products,21999.958848068683
325_Chemical_products,95142.1649766733
326_Plastics_and_rubber_products,7860.503330812977
327_Nonmetallic_mineral_products,1941.3714842347435
331_Primary_metals,225.2664291523061
332_Fabricated_metal_products,3160.2906552158734
333_Machinery,3522.3533915146945
334_Computer_and_electronic_products,55329.04337978625
335_Electrical_equipment_appliances_and_components,20154.915444137616
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,88953.56504007238
3364OT_Other_transportation_equipment,4109.232890164678
337_Furniture_and_related_products,22128.094402177998
339_Miscellaneous_manufacturing,45948.266859577205
42_Wholesale_trade,0
441_Motor_vehicle_and_parts_dealers,-0
445_Food_and_beverage_stores,-0
452_General_merchandise_stores,-0
481_Air_transportation,30734.704492444987
482_Rail_transportation,0
483_Water_transportation,0
484_Truck_transportation,0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
4A0_Other_retail,-0
511_Publishing_industries_except_internet_includes_software,1469.734524409582
512_Motion_picture_and_sound_recording_industries,1638.1063752276868
513_Broadcasting_and_telecommunications,74.72946636368005
514_Data_processing_internet_publishing_and_other_information_services,235.00458777542164
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,16.59861370867348
523_Securities_commodity_contracts_and_investments,25.702206950043742
524_Insurance_carriers_and_related_activities,14909.50978599776
525_Funds_trusts_and_other_financial_vehicles,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,1285.2282678732106
5412OP_Miscellaneous_professional_scientific_and_technical_services,3857.3812434587294
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,130.77717154515378
562_Waste_management_and_remediation_services,50.50303708054096
61_Educational_services,1421.3124521561622
621_Ambulatory_health_care_services,-0
622_Hospitals,4263.150957008113
623_Nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,459.5701773240193
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,3627.0946244649817
GFGD_Federal_general_government_defense,-0
HS_Housing,-0
ORE_Other_real_estate,-0
