commodity,import_PCE
111CA_Farms,1265.1609706682598
113FF_Forestry_fishing_and_related_activities,588.0505339148743
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,4.1331344555721286
213_Support_activities_for_mining,-0
22_Utilities,499.39553980500494
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,13083.227584173228
313TT_Textile_mills_and_textile_product_mills,1708.5038088504077
315AL_Apparel_and_leather_and_allied_products,38539.03174399178
321_Wood_products,95.8917647827294
322_Paper_products,1082.7728680957596
323_Printing_and_related_support_activities,26.106910136485
324_Petroleum_and_coal_products,5843.9630429533445
325_Chemical_products,6350.764437014992
326_Plastics_and_rubber_products,952.766357214188
327_Nonmetallic_mineral_products,435.16158550396375
331_Primary_metals,96.0922893486868
332_Fabricated_metal_products,450.7333896872359
333_Machinery,1015.4724248486011
334_Computer_and_electronic_products,6854.492646687219
335_Electrical_equipment_appliances_and_components,3422.843017525575
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,31925.807155369686
3364OT_Other_transportation_equipment,957.8411478609058
337_Furniture_and_related_products,2118.248264905092
339_Miscellaneous_manufacturing,11788.95690215429
42_Wholesale_trade,0
44RT_Retail_trade,-0
481_Air_transportation,3456.0742930700353
482_Rail_transportation,29.53543763862822
483_Water_transportation,0
484_Truck_transportation,179.61072776982164
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,-0
493_Warehousing_and_storage,-0
511_Publishing_industries_except_internet_includes_software,1047.8649064342476
512_Motion_picture_and_sound_recording_industries,40.5797374986441
513_Broadcasting_and_telecommunications,-0
514_Data_processing_internet_publishing_and_other_information_services,-0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,105.44430883833104
523_Securities_commodity_contracts_and_investments,-0
524_Insurance_carriers_and_related_activities,1646.2274569065726
525_Funds_trusts_and_other_financial_vehicles,-0
531_Real_estate,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1.0225282665986568
5411_Legal_services,85.47624095908056
5412OP_Miscellaneous_professional_scientific_and_technical_services,108.61614173228347
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,35.19701571641152
562_Waste_management_and_remediation_services,-0
61_Educational_services,215.69225806451612
621_Ambulatory_health_care_services,-0
622HO_Hospitals_and_nursing_and_residential_care_facilities,6.927180192147292
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,58.0357304728811
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,411.6783581271504
GFE_Federal_government_enterprises,-0
GFG_Federal_general_government,-0
GSLE_State_and_local_government_enterprises,-0
GSLG_State_and_local_general_government,-0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-38451.817350640005
Used_Scrap_used_and_secondhand_goods,-25227.431980906924
