industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,59,14,7,366,19594,386,31,133,89,148,42,31,0,2,0,0,5,0,9,12,221,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,231,0
333_Machinery,0,0,0,0,0,0,26,0,5,7,200,14136,68,89,158,145,4,5,0,0,0,2,0,0,11,4,167,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,65,0
334_Computer_and_electronic_products,0,0,0,0,0,0,11,0,1,0,34,49,5731,137,40,30,33,8,0,0,0,0,0,0,18,0,248,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,51,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,6,0,5,45,124,106,113,6151,102,0,5,7,0,0,1,0,0,8,1,2,98,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,43,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,19,0,0,0,170,177,31,94,21007,147,10,0,0,1,0,0,0,0,0,1,111,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,179,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,38,0,0,0,134,269,112,26,57,10201,0,5,0,15,0,0,0,0,0,0,149,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,74,0
337_Furniture_and_related_products,0,0,0,0,0,0,2,7,1,0,18,2,20,0,2,0,3440,2,0,15,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,7,7,0,16,18,6,0,0,0,16,6750,0,19,0,3,4,3,17,41,99,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,29,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50688,0,2,0,0,0,75,0,520,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,9,3,0,14834,3,27,1,1,25,15,31,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,49,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15317,0,0,0,0,5,28,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0
322_Paper_products,0,0,0,0,0,0,10,1,0,0,8,0,10,0,0,0,0,3,0,10,0,9476,32,0,14,3,36,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,39,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,27,1431,0,0,1,59,0,0,0,0,0,0,0,2531,0,0,0,0,0,0,0,0,0,0,0,0,25,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,96,0,36,133,0,0,0,7,0,0,0,0,0,0,0,11,0,12701,382,0,74,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,55,0,6,0,0,2,4,0,0,0,0,11,106,0,0,1,0,56,15515,31,363,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,2,1,16,0,3,9,1,0,0,0,2,49,0,21,0,18,0,0,43,3566,54,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,10,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,2,1703,0,0,0,0,0,0,0,24092,0,27,0,0,0,0,358,8,0,6,0,0,0,0,0,748,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,28,3110,0,0,0,4,0,0,0,0,41510,80,0,0,127,0,0,8,0,0,0,0,0,0,1025,4552,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,31323,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,0,0,0,4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7634,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,3053,0,0,0,0,0,38,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,189,0,0,1796,0,27,0,113,0,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,8301,0,0,16,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,15,0,0,2643,0,352,2,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,441,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,38,16,14473,0,0,0,0,0,7,0
81_Other_services_except_government,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,3,0,0,0,0,0,0,290,13414,0,0,0,0,0,0
GFG_Federal_general_government,0,85,0,88,0,0,74,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,885,0,0,13,32,0,0,0,0,47592,0,0,0,0,95
GFE_Federal_government_enterprises,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,0
GSLG_State_and_local_general_government,0,40,0,6,0,14,283,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,16,0,0,0,0,0,0,0,3,151,0,0,313,0,332,206,421,104,129,224,6,0,0,17370,0,83,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,844,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,453,0,0,0,230,0,0,0,0,0,0,0,0,0,6,0,0,0,690,0,0
