industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,71,16,14,407,21423,394,36,122,130,171,53,43,0,4,0,0,9,0,18,23,307,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,198,0
333_Machinery,0,0,0,0,0,0,35,0,10,12,257,16756,75,110,130,154,8,6,0,0,0,4,0,0,24,9,240,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,70,0
334_Computer_and_electronic_products,0,0,0,0,0,0,13,0,2,0,39,55,8188,133,34,64,21,18,0,0,0,0,0,0,21,0,279,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,81,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,8,0,6,46,136,123,167,7405,183,0,7,12,0,0,1,0,0,10,2,5,136,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,23,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,30,0,0,0,285,335,64,111,30057,186,18,0,0,1,0,0,0,0,0,1,192,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,200,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,40,0,0,0,167,301,261,40,58,12900,0,10,0,8,0,0,0,0,0,0,177,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,56,0
337_Furniture_and_related_products,0,0,0,0,0,0,3,17,3,0,29,2,18,0,4,0,4428,5,0,18,0,0,0,0,0,1,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,11,15,0,35,38,14,0,0,0,34,7854,0,15,0,6,9,6,24,39,150,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,33,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57195,0,1,0,0,0,91,1,789,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,11,5,0,13961,2,30,1,1,37,24,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,17835,0,0,0,0,10,41,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0
322_Paper_products,0,0,0,0,0,0,16,2,0,0,20,0,20,0,0,0,1,9,0,25,0,13186,81,0,28,9,63,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,38,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,8,0,0,3,45,3236,0,0,4,80,0,0,0,0,0,0,0,2762,0,0,0,0,0,0,0,0,0,0,0,0,35,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,130,0,31,119,0,0,0,12,0,0,0,0,0,0,0,6,0,15969,686,0,105,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,67,0,11,0,0,3,10,0,1,0,0,16,95,0,0,3,0,80,17466,69,481,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,3,1,22,0,6,14,2,1,0,0,4,50,0,24,0,16,1,0,57,4168,77,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,6,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,4,2144,0,0,0,0,0,0,0,31777,0,35,0,0,0,0,519,11,0,8,0,0,0,0,0,1002,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,32,3418,0,0,0,5,0,0,0,0,48831,94,0,0,150,0,0,11,0,0,0,0,0,0,1094,5553,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,33357,0,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16043,0,0,0,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,9331,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,2,0,4434,0,0,0,0,0,45,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,312,0,0,2528,0,30,0,142,1,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,31,0,0,0,11680,0,0,20,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,29,0,0,3294,0,452,3,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,415,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,42,17,16549,0,0,0,0,0,6,0
81_Other_services_except_government,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,5,0,0,0,0,0,0,348,17461,0,0,0,0,0,0
GFG_Federal_general_government,0,90,0,93,0,0,148,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,1200,0,0,14,33,0,0,0,0,47353,0,0,0,0,225
GFE_Federal_government_enterprises,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2662,0,0,0,0
GSLG_State_and_local_general_government,0,48,0,7,0,17,455,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,20,0,0,0,0,0,0,0,3,182,0,0,476,0,400,309,633,125,155,294,8,0,0,23681,0,76,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,1178,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,617,0,0,0,354,0,0,0,0,0,0,0,0,0,16,0,0,0,963,0,0
