industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,3154,287,280,4102,199486,2846,556,278,1744,386,262,343,0,10,2,53,118,6,140,1129,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,1184,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,694,0
333_Machinery,0,0,0,0,0,0,2584,0,80,381,3122,223103,745,1316,2247,550,183,374,176,0,0,31,0,1,482,236,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0
334_Computer_and_electronic_products,0,0,0,0,0,0,333,54,223,84,490,1135,352807,1634,419,1878,297,1279,0,165,0,307,146,0,960,427,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,18153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,104,0,175,1093,890,1069,1922,93290,809,111,25,173,0,2,0,39,0,36,207,104,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1277,0,31,128,835,1363,2297,588,371097,187,85,2,0,85,0,0,0,0,56,167,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,10461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,669,0,0,1,511,1712,1480,184,207,109719,0,11,0,98,0,0,0,0,16,96,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,13029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
337_Furniture_and_related_products,0,0,0,0,0,0,387,471,94,2,163,89,17,13,146,0,52480,42,0,42,0,75,0,0,23,122,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1349,85,95,87,344,254,275,19,10,49,246,86810,0,152,315,223,169,18,573,464,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,4627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,481422,2,63,1,0,0,1466,13,5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,146,0,0,33,85,0,0,0,400,0,233,128,0,79841,258,120,27,5,3848,265,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,15,0,1170,79385,0,3,0,0,11,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
322_Paper_products,0,0,0,0,0,1,139,175,3,46,242,0,307,0,0,0,40,340,0,345,0,160099,584,0,572,1324,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,106,0,0,0,102,0,17,0,0,0,0,203,0,45,41,361,64716,0,0,45,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25511,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
324_Petroleum_and_coal_products,0,0,0,95,0,0,102,0,104,84,0,24,0,0,0,0,0,0,0,21,0,29,0,140432,7419,24,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,48,0,0,1105,35,128,56,129,322,1557,41,43,0,0,724,1397,0,0,211,5,2688,350488,2249,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,11365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,386,271,117,155,660,1151,201,314,641,54,195,654,0,319,0,1191,158,0,935,136034,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
42_Wholesale_trade,0,523,0,0,0,0,1985,0,0,0,8,218,45,0,205,10,27,1402,6347,0,0,0,0,0,0,0,635300,0,0,0,0,0,0,53,754,76,0,0,0,0,0,0,0,0,0,8601,0,4900,1272,0,151,0,13,0,0,0,0,0,0,0,28957,0,0,0,0,0,0
44RT_Retail_trade,100,0,0,0,0,0,1868,0,0,0,0,0,0,0,0,0,0,863,7767,0,420,0,85,0,0,0,0,684232,0,0,0,479,0,0,1133,119,0,0,40,0,2077,0,75,0,27,5381,0,401,1515,0,1462,0,88,289,0,0,0,425,0,15716,61628,0,0,0,0,0,0
481_Air_transportation,0,76,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101145,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,27,0,449,74,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22065,0,0,0,380,0,0,0,0,0,0,0,0,0,0,17,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,140449,0,0,642,2189,0,0,0,0,0,0,0,0,0,0,0,81,115,0,0,9,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21734,0,103,0,0,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,1757,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20063,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,2,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,27,1518,297,133,745,31,0,71601,86,0,0,0,0,0,0,0,0,0,41,0,187,1436,0,20,0,17,6,0,0,0,1,0,57,35,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,0,0,0,318,0,0,295,21599,0,0,0,0,0,0,0,0,0,0,0,30,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,1160,312,0,0,0,0,0,0,0,0,96404,2,405,2970,0,0,0,0,0,9,0,1987,47836,0,269,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,5,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,103,185,0,0,0,0,0,0,0,0,0,75997,0,0,0,0,0,0,16,18,0,81,56,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,200,0,0,0,0,0,0,0,0,0,1372,275479,739,0,0,0,0,0,1760,0,1105,41392,0,0,0,2,0,0,0,0,0,0,0,2579,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,311,0,0,0,0,0,0,0,0,855,0,32,35744,0,0,0,0,0,26,0,2066,2598,0,53,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,267944,18565,82,0,0,38205,0,974,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2911,131553,1190,0,0,0,0,288,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,329176,0,490,0,81,955,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43737,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,19864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1091979,0,0,242,48,0,0,0,0,0,0,0,0,2,58,0,930,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1389,0,0,0,45,15,0,0,0,0,0,0,0,0,2,4,0,165,122188,0,123,5,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134461,55,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,526,0,0,0,0,0,0,0,0,393,0,63,2165,0,0,0,0,0,33,0,64110,1708,0,635,0,231,0,0,0,0,0,0,0,1438,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,27,2641,0,0,0,0,0,0,0,0,5,0,0,946,0,4,0,0,0,0,0,1705,410865,0,579,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,5598,161665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,0,0,0,18,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,960,6229,0,236345,61,0,2,0,5,0,0,0,0,78,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,226,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,102,70,0,7,36649,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0
61_Educational_services,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,205,10874,0,0,0,80728,0,0,0,369,0,3636,4014,37,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,255,119,0,0,0,0,348004,152,0,0,0,0,48,0,0,0,0,0,0,0
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,224,0,628,1698,0,0,0,0,3188,329222,5,0,0,0,1242,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,41,94,51061,0,0,0,118,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1307,0,23,1819,0,0,0,71,0,0,0,45735,438,0,404,71,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0,24,75,0,0,0,1367,0,0,31,101,45958,286,8117,424,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1233,254,0,70,1,0,0,0,0,0,0,0,15,12368,66700,19143,259,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,784,387,271709,0,0,0,0,0,91,0
81_Other_services_except_government,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,388,0,295,1090,0,13,0,4,0,0,-4,0,0,0,1488,314738,0,0,0,0,0,0
GFG_Federal_general_government,0,569,0,250,0,27,445,0,0,1,0,3,0,0,0,0,0,113,0,0,0,0,9,1,116,0,0,0,0,0,0,0,0,0,0,0,218,11,0,8,0,0,0,76,0,0,0,3942,18656,0,0,0,178,0,1299,0,9,0,0,0,0,428973,313,0,0,0,982
GFE_Federal_government_enterprises,0,0,0,0,0,7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,0,98,0,0,0,0,660,0,660,0,0,218,0,0,0,0,0,0,0,0,0,0,0,1873,2,0,56932,0,0,0,0
GSLG_State_and_local_general_government,145,1515,0,163,0,546,9448,51,0,0,0,0,0,0,0,0,0,404,680,0,357,185,602,0,15,0,0,0,0,0,0,0,0,0,0,0,170,0,0,1037,0,0,0,8313,0,0,0,3716,21217,0,4291,6897,34443,12565,64990,1454,934,2092,4268,8829,420,0,0,712770,0,1980,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,49490,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,0,79,856,0,6931,0,3860,0,0,0,0,0,73,0,36,0,10390,0,0,0,0,0,0,0,0,0,0,0,230,3916,0,0,1129,0,0,0,38533,0,0
