industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,387897,4595,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,18,53123,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,205852,79,31437,0,498,0,0,0,5,119,0,0,0,0,0,0,0,0,0,0,0,16035,159,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,74760,7337,0,12561,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2166,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,40,66,50883,0,7036,0,0,0,3905,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,104,0,0,522174,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0
23_Construction,0,0,0,0,0,0,1795211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,164,118803,0,0,521,0,0,0,0,0,1350,0,0,0,0,8,0,0,15,128,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0
327_Nonmetallic_mineral_products,0,0,5,691,1,0,223,8,131478,0,51,53,0,44,0,0,440,1,0,22,0,65,0,80,225,18,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
331_Primary_metals,0,0,0,0,0,0,57,0,22,193976,958,42,1,471,0,0,1,0,0,6,0,1,0,962,225,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0
332_Fabricated_metal_products,0,0,0,0,0,0,1439,1062,199,3223,330415,2585,302,138,872,1202,140,69,0,3,0,0,69,4,198,803,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,3171,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,2885,0
333_Machinery,0,0,0,0,0,0,387,0,266,66,2395,335516,357,2613,1279,505,7,482,0,0,0,0,0,2,496,62,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,922,9687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0
334_Computer_and_electronic_products,0,0,0,0,0,0,13,733,3,18,33,672,302757,737,9,2246,86,1874,0,0,0,1,0,0,544,40,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,60638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,19,0,9,467,86,965,272,119420,341,11,731,42,0,0,0,40,0,2,49,88,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,128,0,1,64,1355,1387,17,308,622061,1911,1,859,0,36,0,0,0,0,6,118,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,13940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,200,0,0,1,295,1032,3621,106,1448,242820,0,0,0,3,0,0,0,0,9,46,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,16867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
337_Furniture_and_related_products,0,0,0,0,0,0,95,192,8,1,42,2,0,0,0,0,71885,32,0,53,1,0,1,0,3,2,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,935,22,0,38,197,24,567,30,9,7,509,137743,0,64,399,26,386,178,906,714,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,985925,0,545,48,0,0,6994,0,6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,245,83,0,41176,1333,0,131,0,3162,43,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,162,16201,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,22,138,16,0,8,0,93,0,0,0,0,13,0,250,0,174856,145,0,644,281,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,4,0,0,0,97,0,32,0,0,0,0,427,0,669,42,484,59290,0,0,200,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,14304,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0
324_Petroleum_and_coal_products,0,0,0,172,0,0,65,0,51,0,0,0,0,49,0,0,0,0,0,0,0,0,0,334265,17191,1,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,4,0,0,37,0,1,23,15,29,771,79,1,0,0,1109,7921,18,0,24,0,6494,679664,2787,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,61337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,30,103,182,25,256,210,40,319,987,11,2122,1744,0,1079,0,867,47,0,676,225054,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0
