industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,388389,4702,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,19,55605,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,328271,90,50214,0,468,0,0,0,9,194,0,0,0,0,0,0,0,0,0,0,0,29073,255,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,89954,7219,0,10355,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2569,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,75,61,93899,0,6603,0,0,0,3820,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,104,0,0,548884,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,0,0
23_Construction,0,0,0,0,0,0,1647406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,583,117991,5,0,58,0,0,0,0,0,240,0,0,0,0,9,0,0,7,10,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0
327_Nonmetallic_mineral_products,0,0,5,652,1,0,766,4,129384,0,15,1,0,53,37,9,38,2,0,23,0,8,0,60,66,51,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
331_Primary_metals,0,0,0,0,0,0,207,0,8,247647,1329,133,1,334,0,0,10,0,0,18,0,2,0,1942,284,1,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0
332_Fabricated_metal_products,0,0,0,0,0,0,2583,818,60,3278,352361,2802,260,130,941,946,51,89,0,79,0,0,91,2,34,713,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,2537,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,3485,0
333_Machinery,0,0,0,0,0,0,623,0,147,26,1605,371523,592,2899,570,1018,21,173,2,2,0,0,0,0,66,27,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,925,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0
334_Computer_and_electronic_products,0,0,0,0,0,0,53,0,2,29,32,650,309142,755,9,705,4,637,0,0,0,0,10,0,32,7,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,54148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,71,0,14,242,161,396,213,122249,85,14,0,24,0,3,0,24,0,0,10,69,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,500,0,2,60,924,1972,19,628,687718,2440,0,37,0,173,0,0,0,0,8,84,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,16239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,752,0,0,0,194,308,684,21,1862,317739,0,0,0,1,0,0,0,0,0,23,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,18655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
337_Furniture_and_related_products,0,0,0,0,0,0,369,470,20,2,100,2,0,1,0,0,74810,191,0,50,15,3,4,0,0,3,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,766,47,10,3,391,28,129,162,10,45,210,146068,0,23,16,56,310,7,160,511,4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,13680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,939866,1,661,159,0,0,2648,0,7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,74,56,0,45511,163,0,110,0,3658,23,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,16218,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,78,322,24,0,1,0,77,0,0,0,0,14,0,251,0,186341,211,0,19,164,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,12,0,0,0,105,0,6,0,0,0,0,583,0,600,6,701,63573,0,0,250,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,17814,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0
324_Petroleum_and_coal_products,0,0,1,171,0,0,269,0,91,0,0,0,0,43,0,0,0,0,0,0,0,2,0,623945,35082,1,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,4,0,0,133,0,5,13,2,165,946,15,1,0,0,802,7140,22,0,56,0,8110,746589,2788,6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,54396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,96,356,107,5,509,149,34,299,663,45,41,654,0,830,0,649,130,0,963,243114,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0
42_Wholesale_trade,0,677,0,0,0,0,4451,0,0,0,11,551,151,0,345,26,29,1555,3595,0,0,0,0,0,0,0,1953516,0,0,0,0,0,0,0,0,0,934,1160,16,0,0,0,0,0,0,0,0,0,0,14268,0,18019,1153,0,26,0,0,0,0,0,0,0,0,0,0,69797,0,0,0,0,0,0,0
441_Motor_vehicle_and_parts_dealers,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230216,0,0,0,0,0,0,32,0,0,425,354,0,0,0,0,5018,0,0,0,0,0,944,0,6,25,0,0,0,53,0,0,0,0,0,242,0,0,85466,0,0,0,0,0,0,0
445_Food_and_beverage_stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,0,0,0,0,0,0,0,0,0,215989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,396,0,4,13,0,222,0,0,0,0,0,0,0,68,0,20725,25,0,0,0,0,0,0,0
452_General_merchandise_stores,0,0,0,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,2732,0,0,0,0,0,0,0,0,0,0,225093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,5,530,0,204,0,0,1445,0,0,0,0,0,0,9249,4279,0,0,0,0,0,0,0
4A0_Other_retail,192,0,0,0,0,0,6125,0,0,0,0,0,0,0,0,0,0,2250,54,0,286,0,30,0,0,0,0,0,0,0,987089,0,0,0,0,0,0,3605,50,0,995,62,0,259,0,0,0,0,0,4313,0,1568,7078,0,1953,0,203,522,0,0,0,0,294,0,19200,18729,0,0,0,0,0,0,0
481_Air_transportation,0,1078,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,235253,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,100,0,211,2731,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,138,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55174,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,11,66,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378856,0,0,4353,4903,0,0,0,0,0,0,0,0,0,0,406,0,99,406,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,90113,0,89,0,0,0,0,0,0,0,0,0,0,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,156,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,9,0,0,236,0,1735,1816,444,0,240113,1524,0,0,0,0,0,0,97,0,0,0,86,0,343,1236,0,98,0,0,0,0,0,0,0,0,0,66,1219,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,0,437,142205,0,0,0,0,0,0,0,0,0,0,9,0,183,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,0,0,0,13106,0,0,0,119,0,0,0,0,0,0,0,0,284692,0,0,12265,0,0,0,0,0,0,1,0,14755,54212,0,741,0,8479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,820,0,0,0,0,0,0,0,0,0,156899,0,0,0,0,0,0,0,126,170,0,268,3793,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765,0,0,0,968,0,0,0,0,0,0,0,0,0,912,739103,0,0,0,0,0,0,0,10578,0,1942,120317,0,0,0,0,0,0,0,0,0,0,0,0,2584,0,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,849,0,0,0,0,0,0,0,0,14871,0,256,246547,0,0,0,0,0,0,328,0,22503,134468,0,664,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889339,35892,0,0,0,0,79946,0,3446,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27511,587729,7553,0,0,0,0,0,1260,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
