industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,34643,853,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,3391,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,8710,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,6733,13,0,438,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,184,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,13,0,0,18687,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_Construction,0,0,0,0,0,0,59525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,8,6978,0,0,20,0,0,0,0,0,26,4,0,0,0,0,0,0,0,4,82,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327_Nonmetallic_mineral_products,0,0,0,0,0,0,22,0,9788,8,18,46,10,12,0,0,0,3,0,5,0,43,0,17,20,33,165,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331_Primary_metals,0,0,0,0,0,0,120,0,2,27449,682,125,0,139,0,0,3,0,0,0,0,11,0,0,131,6,74,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,159,0
332_Fabricated_metal_products,0,0,0,0,0,0,71,17,22,401,21073,400,75,87,168,139,42,37,0,5,0,0,8,0,32,37,323,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,132,0
333_Machinery,0,0,0,0,0,0,42,0,16,66,394,19101,105,153,198,115,12,18,0,0,0,2,0,0,20,11,365,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,69,0
334_Computer_and_electronic_products,0,0,0,0,0,0,22,0,4,0,113,155,16235,224,135,158,17,29,0,0,0,0,0,0,33,0,479,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,122,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,16,0,14,84,132,322,311,10330,152,0,9,28,0,1,1,0,0,5,14,14,166,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,26,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,40,0,0,0,287,368,85,133,31930,110,27,0,0,1,0,0,0,0,0,18,169,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,161,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,41,0,0,0,214,270,311,67,68,16695,0,26,0,1,0,0,0,0,0,0,185,0,0,0,0,0,0,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,39,0
337_Furniture_and_related_products,0,0,0,0,0,0,4,22,10,0,35,5,11,0,18,0,5387,7,0,12,0,0,0,0,0,2,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,14,9,0,34,44,30,0,0,0,26,7884,0,17,0,7,9,3,50,47,244,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,22,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72248,0,0,0,0,0,152,1,1250,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,0,9,6,0,15556,16,33,1,1,21,42,69,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,89,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,51,19793,0,0,0,0,27,138,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0
322_Paper_products,0,0,0,0,0,0,17,10,0,0,37,0,17,0,0,0,2,15,0,28,0,14066,102,0,42,30,76,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,44,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,31,0,1,4,107,6497,0,0,4,132,0,0,0,0,0,0,0,3192,0,0,0,0,0,0,0,0,0,0,0,0,33,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,78,0,29,41,0,0,0,6,0,0,0,0,0,0,0,1,0,15908,916,0,118,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,92,0,16,0,0,13,24,0,4,0,0,46,97,0,0,27,0,85,24034,173,648,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,5,3,26,0,42,35,2,1,0,0,13,69,0,35,0,32,1,0,132,7194,145,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,9,0
42_Wholesale_trade,0,48,0,0,0,0,10,0,0,0,18,0,0,0,533,0,0,26,2665,0,0,0,0,0,0,0,36905,0,47,0,0,0,0,691,24,0,11,0,0,0,0,0,1444,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,43,2060,0,69,0,5,0,0,0,0,60752,105,0,0,167,0,0,12,0,176,0,0,20,0,1375,5927,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,58,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,84,36411,90,0,0,0,35,7,0,0,0,0,3,0,0,9,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
