industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,33352,772,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,2615,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,8168,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,6116,11,0,370,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,0,0,0,15817,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_Construction,0,0,0,0,0,0,53585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,7,7138,0,0,19,0,0,0,0,0,35,7,0,0,0,0,0,0,0,7,76,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327_Nonmetallic_mineral_products,0,0,0,0,0,0,21,0,8235,4,11,35,2,5,0,0,0,3,1,3,0,45,0,12,16,13,136,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331_Primary_metals,0,0,0,0,0,0,57,0,0,23850,134,64,0,59,0,0,0,0,0,0,0,2,0,0,75,10,33,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,80,0
332_Fabricated_metal_products,0,0,0,0,0,0,71,16,17,388,20239,359,35,104,137,166,53,46,0,4,0,0,11,0,21,27,320,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,162,0
333_Machinery,0,0,0,0,0,0,37,0,12,15,264,16516,71,111,98,143,10,6,0,0,0,5,0,0,29,11,258,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,66,0
334_Computer_and_electronic_products,0,0,0,0,0,0,19,0,4,0,57,80,11841,175,41,123,16,36,0,0,0,0,0,0,31,0,407,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,141,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,9,0,6,45,141,131,199,7936,234,0,8,15,0,0,2,0,0,11,3,7,157,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,8,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,28,0,0,0,270,332,66,88,26487,154,18,0,0,1,0,0,0,0,0,1,184,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,152,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,43,0,0,0,201,339,402,53,62,16000,0,15,0,1,0,0,0,0,0,0,208,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,42,0
337_Furniture_and_related_products,0,0,0,0,0,0,3,25,5,0,37,3,16,0,5,0,5174,7,0,19,0,0,0,0,0,2,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,10,16,0,37,39,15,0,0,0,35,6489,0,9,0,6,9,6,21,29,140,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,27,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64699,0,0,0,0,0,108,1,1030,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,13,6,0,13974,1,32,2,2,44,29,52,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,83,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,18643,0,0,0,0,13,48,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0
322_Paper_products,0,0,0,0,0,0,15,2,0,0,22,0,21,0,0,0,1,10,0,29,0,12090,92,0,29,10,63,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,28,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,16,0,0,7,74,5874,0,0,7,117,0,0,0,0,0,0,0,3423,0,0,0,0,0,0,0,0,0,0,0,0,52,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,131,0,23,95,0,0,0,13,0,0,0,0,0,0,0,2,0,15555,761,0,108,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,79,0,15,0,0,5,14,0,1,0,0,21,90,0,0,4,0,100,19631,100,588,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,4,2,36,0,12,24,3,1,0,0,8,70,0,37,0,20,1,0,92,6383,128,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,5,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,5,2101,0,0,0,0,0,0,0,31836,0,35,0,0,0,0,542,6,0,8,0,0,0,0,0,1012,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,33,3515,0,0,0,5,0,0,0,0,52006,101,0,0,160,0,0,7,0,0,0,0,0,0,1108,6016,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,32249,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,0,0,0,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,9641,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,3,0,5222,0,0,0,0,0,48,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,422,0,0,3061,0,33,0,162,1,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,41,0,0,0,14144,0,0,23,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,33,0,0,3224,0,448,3,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3156,367,0,0,0,0,0,0,0
