industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,315215,4387,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,13,45024,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,247921,117,25414,0,652,0,0,0,10,92,0,0,0,0,0,0,0,0,0,0,0,28562,321,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,93512,6297,0,9259,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2655,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,267,34,77395,0,3418,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,66,0,0,487953,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,0
23_Construction,0,0,0,0,0,0,1016128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,305,70234,4,0,44,0,0,0,0,0,345,2,0,2,0,45,0,0,9,34,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
327_Nonmetallic_mineral_products,0,0,6,395,1,0,1509,24,87155,0,200,7,1,36,0,8,35,2,0,213,0,371,0,30,191,304,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
331_Primary_metals,0,0,0,0,0,0,430,0,394,215209,5328,499,122,1638,0,0,21,0,0,161,0,702,0,3772,4555,176,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0
332_Fabricated_metal_products,0,0,0,0,0,0,2673,1173,264,1981,272819,4032,840,166,706,1094,573,121,0,1,0,10,462,9,354,1672,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2150,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,954,0
333_Machinery,0,0,0,0,0,0,910,0,138,35,3530,290664,2709,1262,341,1231,311,719,131,78,0,156,0,0,1431,601,6770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,583,6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0
334_Computer_and_electronic_products,0,0,0,0,0,0,56,6,206,17,93,723,302739,1009,1,4672,66,235,0,11,0,50,25,0,554,314,5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,41514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,101,0,919,344,443,426,1836,100272,14,68,10,144,0,17,0,66,0,11,115,74,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,930,0,183,291,2978,7187,1169,1642,402601,2710,185,41,0,108,0,0,0,0,1559,2055,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,8126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,1840,0,0,0,801,1169,1600,201,6,218677,0,0,0,1,0,0,0,0,43,38,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,22272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0
337_Furniture_and_related_products,0,0,0,0,0,0,635,855,110,1,104,16,0,0,0,0,53191,74,0,61,0,70,2,0,16,69,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,790,147,9,11,1189,171,3624,125,1,786,1070,135841,0,63,0,440,330,18,468,770,4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,787249,0,0,3,0,0,2045,1,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,133,0,0,2,157,2,0,0,37,7,249,221,0,43632,21,69,255,0,3923,165,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,733,21081,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,296,83,76,0,6,0,117,0,0,0,1,65,0,64,0,165567,259,0,360,647,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,11,0,0,0,33,0,24,0,0,0,0,286,0,126,3,1032,60099,0,0,540,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,19878,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
324_Petroleum_and_coal_products,0,0,949,1352,0,0,391,0,130,0,0,0,0,0,0,0,0,0,0,0,0,10,0,564776,35314,1,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
