industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,31813,627,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,1896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,5293,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,5911,10,0,171,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,0,0,0,6228,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_Construction,0,0,0,0,0,0,27805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,3,5018,0,0,13,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0
327_Nonmetallic_mineral_products,0,0,0,0,0,0,9,0,3807,0,5,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,36,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0
331_Primary_metals,0,0,0,0,0,0,20,0,6,12232,34,14,0,13,0,0,0,0,0,0,0,2,0,0,31,0,11,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,49,0
