industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,1138,109,110,2387,138504,1403,409,311,592,299,151,111,0,26,0,0,86,0,89,570,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0
333_Machinery,0,0,0,0,0,0,746,0,80,214,1545,139960,261,599,1284,766,80,66,0,0,0,30,0,0,111,243,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
334_Computer_and_electronic_products,0,0,0,0,0,0,42,0,30,0,578,480,204432,1832,44,1137,27,190,0,0,0,0,0,0,230,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,12976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,11,0,118,253,297,466,958,67953,418,0,20,74,0,4,0,0,0,10,106,108,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,178,0,0,0,846,1026,906,641,232693,475,145,0,0,48,0,0,0,0,0,109,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,309,0,0,0,455,721,2029,339,159,105045,0,43,0,11,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0
337_Furniture_and_related_products,0,0,0,0,0,0,123,173,89,0,148,33,32,0,147,0,40124,80,0,35,0,0,0,0,1,77,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,141,48,91,0,179,70,446,0,0,0,95,51878,0,111,0,139,88,2,272,290,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,341126,0,84,0,0,0,685,36,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,22,0,0,0,0,0,0,0,107,0,22,129,0,64772,160,69,3,0,1801,161,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,47,0,333,65807,0,11,0,0,37,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
322_Paper_products,0,0,0,0,0,0,66,49,0,0,216,0,354,0,0,0,15,375,0,203,0,100118,218,0,387,1098,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,8,0,0,0,169,0,0,0,0,0,0,104,0,3,24,355,48521,0,0,32,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,632,0,102,0,0,0,0,1,0,0,0,0,0,0,0,2,0,122274,5415,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,372,0,171,0,0,114,834,0,1,0,0,249,493,0,0,145,0,972,227421,1130,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,36,59,84,0,353,422,50,169,0,0,40,234,0,130,0,560,20,0,479,84886,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,1227,0,0,0,0,906,0,0,0,104,0,0,0,172,0,0,308,6730,0,0,0,0,0,0,0,374497,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,11223,0,899,506,0,109,0,0,0,0,0,0,0,0,0,14848,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,558,7010,0,375,0,36,0,0,0,0,453313,0,0,0,611,0,0,731,0,0,0,0,0,1159,0,144,0,0,2563,0,310,679,0,556,0,53,0,0,0,0,261,0,11618,33872,0,0,0,0,0,0
481_Air_transportation,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15399,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,78593,0,0,77,1417,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15490,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,754,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17977,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1455,300,107,728,12,0,40929,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12107,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,249,0,0,0,0,0,0,0,0,44848,0,0,201,0,0,0,0,0,0,0,1481,41035,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,38225,0,0,0,0,0,0,0,0,0,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,1911,159807,1164,0,0,0,0,0,1249,0,697,31984,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,187,0,0,18853,0,0,0,0,0,0,0,207,529,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,204335,4375,120,0,0,15631,0,680,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,789,67120,999,0,0,0,0,1961,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,194256,0,0,0,47,833,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35408,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,16182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646093,0,0,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65441,0,95,2,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81322,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,79,0,0,83,0,0,0,0,0,12,0,25392,461,0,0,0,71,0,0,0,0,0,0,0,337,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,431,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,1768,221036,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,4355,99199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,3729,0,106220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,74,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,19940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7214,0,0,0,44485,0,0,0,202,0,2221,1789,44,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,183,64,0,0,0,0,169003,0,0,0,0,0,0,0,0,0,0,0,0,0
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,106,1158,0,0,0,0,964,181427,0,0,0,0,666,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,26425,0,0,0,43,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,616,0,0,0,0,0,0,0,22132,181,0,81,0,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,27,0,0,0,152,0,0,0,26,20986,30,4002,129,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,26,0,0,0,0,0,0,0,0,0,6738,37863,14803,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,519,214,174753,0,0,0,0,0,60,0
81_Other_services_except_government,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,532,0,0,0,0,0,0,0,0,0,0,1926,185086,0,0,0,0,0,0
GFG_Federal_general_government,0,1119,0,964,0,2,783,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,3,0,217,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,22,0,0,0,1794,14672,0,0,0,144,0,348,0,0,0,0,0,0,350342,0,0,0,0,517
GFE_Federal_government_enterprises,0,0,0,0,0,7019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,73,0,0,0,0,731,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,2,0,33053,0,0,0,0
GSLG_State_and_local_general_government,0,798,0,112,0,273,5685,0,0,0,0,0,0,0,0,0,0,24,258,0,12,40,300,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,578,0,0,0,2705,0,0,0,1277,12727,0,2896,3519,14998,6751,28317,748,202,1855,2562,5064,127,0,0,426551,0,1030,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,34094,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,64,36,0,4674,0,1318,0,0,0,0,0,75,0,37,0,7463,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,731,0,0,0,19686,0,0
