industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
111CA_Farms,201506,5271,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,35,41547,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,61199,737,4097,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5639,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,49609,953,0,2359,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1586,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,66,39,21105,0,1789,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,275,0,0,263530,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0
23_Construction,0,0,0,0,0,0,778221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,204,89305,81,0,466,0,0,0,0,0,445,23,0,45,0,29,0,0,30,210,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
327_Nonmetallic_mineral_products,0,0,0,627,1,0,304,243,87270,0,33,135,101,102,23,15,183,110,0,78,0,250,0,161,143,315,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
331_Primary_metals,0,0,0,0,0,0,236,0,60,160194,1446,363,4,419,0,0,15,0,0,32,0,28,0,1539,455,124,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0
332_Fabricated_metal_products,0,0,0,0,0,0,2480,350,316,6347,227988,4028,868,229,2336,856,328,536,0,9,11,72,69,17,126,1479,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,2471,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,930,0
333_Machinery,0,0,0,0,0,0,643,0,80,650,3635,253140,1231,2397,2671,471,428,584,80,0,0,28,0,2,618,314,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,4728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,424,0
334_Computer_and_electronic_products,0,0,0,0,0,0,81,59,327,341,294,1641,418737,1883,443,1933,488,1235,0,238,0,422,440,0,810,712,8503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,25651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,79,0,46,2596,1246,1338,2181,102395,923,211,18,262,0,0,0,63,0,29,156,131,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,491,0,56,368,1017,1529,3399,345,427195,223,14,4,0,5,0,0,0,0,68,318,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,467,0,0,2,691,2654,1158,357,264,163801,0,0,0,613,0,0,0,0,24,154,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,12995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
337_Furniture_and_related_products,0,0,0,0,0,0,337,692,76,5,190,111,0,43,104,0,65110,44,0,141,2,125,0,0,39,175,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,620,91,179,297,518,429,251,33,24,164,425,102918,0,340,350,116,124,32,612,618,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,5901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,528995,31,216,7,0,0,1984,20,6837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,55,0,0,30,112,0,0,0,534,0,202,54,0,80572,224,62,16,0,4272,257,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
