industry,Total_Industry_Output
111CA_Farms,219380
113FF_Forestry_fishing_and_related_activities,38502
211_Oil_and_gas_extraction,98509
212_Mining_except_oil_and_gas,56243
213_Support_activities_for_mining,22119
22_Utilities,261979
23_Construction,709092
311FT_Food_and_beverage_and_tobacco_products,531838
313TT_Textile_mills_and_textile_product_mills,89136
315AL_Apparel_and_leather_and_allied_products,87190
321_Wood_products,88806
322_Paper_products,149242
323_Printing_and_related_support_activities,98356
324_Petroleum_and_coal_products,175722
325_Chemical_products,417629
326_Plastics_and_rubber_products,159031
327_Nonmetallic_mineral_products,85860
331_Primary_metals,168286
332_Fabricated_metal_products,243943
333_Machinery,269765
334_Computer_and_electronic_products,461129
335_Electrical_equipment_appliances_and_components,111103
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,430955
3364OT_Other_transportation_equipment,155596
337_Furniture_and_related_products,63576
339_Miscellaneous_manufacturing,110808
42_Wholesale_trade,747153
44RT_Retail_trade,857282
48_Transportation,473019
493_Warehousing_and_storage,26342
51_Information,730598
52_Finance_and_insurance,1005902
531_Real_estate,1256064
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,149887
54_Professional_scientific_and_technical_services,799825
55_Management_of_companies_and_enterprises,195164
56_Administrative_and_waste_management_services,350880
61_Educational_services,113120
62_Health_care_and_social_assistance,816280
71_Arts_entertainment_and_recreation,127378
721_Accommodation,116482
722_Food_services_and_drinking_places,306965
81_Other_services_except_government,352032
GFE_Federal_government_enterprises,76409
GFG_Federal_general_government,465133
GSLE_State_and_local_government_enterprises,130099
GSLG_State_and_local_general_government,993509
