industry,Total_Industry_Output
111CA_Farms,207822
113FF_Forestry_fishing_and_related_activities,41942
211_Oil_and_gas_extraction,72745
212_Mining_except_oil_and_gas,55373
213_Support_activities_for_mining,23419
22_Utilities,268067
23_Construction,779602
311FT_Food_and_beverage_and_tobacco_products,540244
313TT_Textile_mills_and_textile_product_mills,87658
315AL_Apparel_and_leather_and_allied_products,79047
321_Wood_products,91836
322_Paper_products,153176
323_Printing_and_related_support_activities,101045
324_Petroleum_and_coal_products,136588
325_Chemical_products,422348
326_Plastics_and_rubber_products,163564
327_Nonmetallic_mineral_products,91637
331_Primary_metals,166636
332_Fabricated_metal_products,254693
333_Machinery,278012
334_Computer_and_electronic_products,464688
335_Electrical_equipment_appliances_and_components,114733
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,447725
3364OT_Other_transportation_equipment,184008
337_Furniture_and_related_products,68431
339_Miscellaneous_manufacturing,116394
42_Wholesale_trade,772731
44RT_Retail_trade,892212
48_Transportation,498730
493_Warehousing_and_storage,28633
51_Information,808383
52_Finance_and_insurance,1113096
531_Real_estate,1327067
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,170392
54_Professional_scientific_and_technical_services,889602
55_Management_of_companies_and_enterprises,221660
56_Administrative_and_waste_management_services,399033
61_Educational_services,121743
62_Health_care_and_social_assistance,866171
71_Arts_entertainment_and_recreation,133528
721_Accommodation,123761
722_Food_services_and_drinking_places,325301
81_Other_services_except_government,383544
GFE_Federal_government_enterprises,77645
GFG_Federal_general_government,464485
GSLE_State_and_local_government_enterprises,134784
GSLG_State_and_local_general_government,1052851
