industry,Total_Industry_Output
111CA_Farms,204313
113FF_Forestry_fishing_and_related_activities,39283
211_Oil_and_gas_extraction,142988
212_Mining_except_oil_and_gas,54676
213_Support_activities_for_mining,20888
22_Utilities,373248
23_Construction,913887
311FT_Food_and_beverage_and_tobacco_products,557109
313TT_Textile_mills_and_textile_product_mills,85053
315AL_Apparel_and_leather_and_allied_products,75328
321_Wood_products,95022
322_Paper_products,163676
323_Printing_and_related_support_activities,107191
324_Petroleum_and_coal_products,233011
325_Chemical_products,454756
326_Plastics_and_rubber_products,179075
327_Nonmetallic_mineral_products,97716
331_Primary_metals,155704
332_Fabricated_metal_products,269187
333_Machinery,294556
334_Computer_and_electronic_products,548679
335_Electrical_equipment_appliances_and_components,125101
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,482272
3364OT_Other_transportation_equipment,161856
337_Furniture_and_related_products,75889
339_Miscellaneous_manufacturing,129016
42_Wholesale_trade,880497
44RT_Retail_trade,1000039
48_Transportation,566403
493_Warehousing_and_storage,33819
51_Information,1008521
52_Finance_and_insurance,1395386
531_Real_estate,1524171
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,210134
54_Professional_scientific_and_technical_services,1073878
55_Management_of_companies_and_enterprises,260188
56_Administrative_and_waste_management_services,475895
61_Educational_services,141664
62_Health_care_and_social_assistance,968543
71_Arts_entertainment_and_recreation,151455
721_Accommodation,150320
722_Food_services_and_drinking_places,368408
81_Other_services_except_government,425732
GFE_Federal_government_enterprises,83591
GFG_Federal_general_government,503927
GSLE_State_and_local_government_enterprises,146886
GSLG_State_and_local_general_government,1216283
