industry,Total_Industry_Output
111CA_Farms,29034
113FF_Forestry_fishing_and_related_activities,1698
211_Oil_and_gas_extraction,4856
212_Mining_except_oil_and_gas,5672
213_Support_activities_for_mining,2024
22_Utilities,7391
23_Construction,28501
311FT_Food_and_beverage_and_tobacco_products,44531
313TT_Textile_mills_and_textile_product_mills,13166
315AL_Apparel_and_leather_and_allied_products,14008
321_Wood_products,4895
322_Paper_products,6778
323_Printing_and_related_support_activities,3409
324_Petroleum_and_coal_products,8471
325_Chemical_products,11899
326_Plastics_and_rubber_products,2424
327_Nonmetallic_mineral_products,4045
331_Primary_metals,12342
332_Fabricated_metal_products,12609
333_Machinery,9776
334_Computer_and_electronic_products,3456
335_Electrical_equipment_appliances_and_components,4521
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,21057
3364OT_Other_transportation_equipment,5134
337_Furniture_and_related_products,2366
339_Miscellaneous_manufacturing,5860
42_Wholesale_trade,20348
44RT_Retail_trade,41138
48_Transportation,24825
493_Warehousing_and_storage,702
51_Information,13523
52_Finance_and_insurance,12700
531_Real_estate,28000
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2266
54_Professional_scientific_and_technical_services,6530
55_Management_of_companies_and_enterprises,5779
56_Administrative_and_waste_management_services,2364
61_Educational_services,1674
62_Health_care_and_social_assistance,6688
71_Arts_entertainment_and_recreation,3003
721_Accommodation,2303
722_Food_services_and_drinking_places,11768
81_Other_services_except_government,11877
GFE_Federal_government_enterprises,2028
GFG_Federal_general_government,25262
GSLE_State_and_local_government_enterprises,1843
GSLG_State_and_local_general_government,15798
