industry,Total_Industry_Output
111CA_Farms,31611
113FF_Forestry_fishing_and_related_activities,2819
211_Oil_and_gas_extraction,7644
212_Mining_except_oil_and_gas,8202
213_Support_activities_for_mining,4058
22_Utilities,14006
23_Construction,48586
311FT_Food_and_beverage_and_tobacco_products,57392
313TT_Textile_mills_and_textile_product_mills,14755
315AL_Apparel_and_leather_and_allied_products,17201
321_Wood_products,8602
322_Paper_products,12473
323_Printing_and_related_support_activities,5736
324_Petroleum_and_coal_products,15398
325_Chemical_products,18262
326_Plastics_and_rubber_products,4593
327_Nonmetallic_mineral_products,6883
331_Primary_metals,29059
332_Fabricated_metal_products,21839
333_Machinery,16066
334_Computer_and_electronic_products,7837
335_Electrical_equipment_appliances_and_components,7432
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,36822
3364OT_Other_transportation_equipment,13634
337_Furniture_and_related_products,4251
339_Miscellaneous_manufacturing,7990
42_Wholesale_trade,33358
44RT_Retail_trade,57205
48_Transportation,32231
493_Warehousing_and_storage,1134
51_Information,21182
52_Finance_and_insurance,23791
531_Real_estate,47480
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3963
54_Professional_scientific_and_technical_services,11886
55_Management_of_companies_and_enterprises,9149
56_Administrative_and_waste_management_services,4369
61_Educational_services,2727
62_Health_care_and_social_assistance,10722
71_Arts_entertainment_and_recreation,3646
721_Accommodation,3113
722_Food_services_and_drinking_places,16036
81_Other_services_except_government,16928
GFE_Federal_government_enterprises,3476
GFG_Federal_general_government,49054
GSLE_State_and_local_government_enterprises,3257
GSLG_State_and_local_general_government,24764
