industry,Total_Industry_Output
111CA_Farms,34615
113FF_Forestry_fishing_and_related_activities,1897
211_Oil_and_gas_extraction,5442
212_Mining_except_oil_and_gas,6137
213_Support_activities_for_mining,2063
22_Utilities,7053
23_Construction,27806
311FT_Food_and_beverage_and_tobacco_products,45082
313TT_Textile_mills_and_textile_product_mills,13219
315AL_Apparel_and_leather_and_allied_products,14314
321_Wood_products,5090
322_Paper_products,6941
323_Printing_and_related_support_activities,3275
324_Petroleum_and_coal_products,7864
325_Chemical_products,11798
326_Plastics_and_rubber_products,2555
327_Nonmetallic_mineral_products,3883
331_Primary_metals,12446
332_Fabricated_metal_products,12046
333_Machinery,9930
334_Computer_and_electronic_products,3636
335_Electrical_equipment_appliances_and_components,4793
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,16955
3364OT_Other_transportation_equipment,4728
337_Furniture_and_related_products,2408
339_Miscellaneous_manufacturing,5788
42_Wholesale_trade,19223
44RT_Retail_trade,40922
48_Transportation,24631
493_Warehousing_and_storage,669
51_Information,12535
52_Finance_and_insurance,12177
531_Real_estate,25667
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2147
54_Professional_scientific_and_technical_services,6228
55_Management_of_companies_and_enterprises,5781
56_Administrative_and_waste_management_services,2229
61_Educational_services,1612
62_Health_care_and_social_assistance,6460
71_Arts_entertainment_and_recreation,3045
721_Accommodation,2370
722_Food_services_and_drinking_places,11976
81_Other_services_except_government,11776
GFE_Federal_government_enterprises,1880
GFG_Federal_general_government,23541
GSLE_State_and_local_government_enterprises,1679
GSLG_State_and_local_general_government,14199
