commodity,F010_Personal_consumption_expenditures
111CA_Farms,7478
113FF_Forestry_fishing_and_related_activities,735
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,12
213_Support_activities_for_mining,0
22_Utilities,20765
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,78851
313TT_Textile_mills_and_textile_product_mills,4657
315AL_Apparel_and_leather_and_allied_products,28363
321_Wood_products,244
322_Paper_products,1741
323_Printing_and_related_support_activities,415
324_Petroleum_and_coal_products,13553
325_Chemical_products,13338
326_Plastics_and_rubber_products,3114
327_Nonmetallic_mineral_products,1073
331_Primary_metals,164
332_Fabricated_metal_products,1380
333_Machinery,1405
334_Computer_and_electronic_products,4344
335_Electrical_equipment_appliances_and_components,6502
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,29237
3364OT_Other_transportation_equipment,2369
337_Furniture_and_related_products,5510
339_Miscellaneous_manufacturing,7114
42_Wholesale_trade,27679
44RT_Retail_trade,116335
481_Air_transportation,6324
482_Rail_transportation,2529
483_Water_transportation,1084
484_Truck_transportation,4741
485_Transit_and_ground_passenger_transportation,4051
486_Pipeline_transportation,172
487OS_Other_transportation_and_support_activities,306
493_Warehousing_and_storage,47
511_Publishing_industries_except_internet_includes_software,5891
512_Motion_picture_and_sound_recording_industries,2839
513_Broadcasting_and_telecommunications,14894
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,11400
523_Securities_commodity_contracts_and_investments,3904
524_Insurance_carriers_and_related_activities,19399
525_Funds_trusts_and_other_financial_vehicles,2316
531_Real_estate,108341
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2422
5411_Legal_services,6031
5412OP_Miscellaneous_professional_scientific_and_technical_services,3365
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,2977
562_Waste_management_and_remediation_services,514
61_Educational_services,13710
621_Ambulatory_health_care_services,26575
622HO_Hospitals_and_nursing_and_residential_care_facilities,34698
624_Social_assistance,4144
711AS_Performing_arts_spectator_sports_museums_and_related_activities,3143
713_Amusements_gambling_and_recreation_industries,4696
721_Accommodation,5210
722_Food_services_and_drinking_places,42714
81_Other_services_except_government,44062
GFE_Federal_government_enterprises,1823
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,2136
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2652
T005_Total_Intermediate,0
