commodity,F010_Personal_consumption_expenditures
111CA_Farms,19272
113FF_Forestry_fishing_and_related_activities,2185
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,39
213_Support_activities_for_mining,0
22_Utilities,93122
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,203715
313TT_Textile_mills_and_textile_product_mills,13050
315AL_Apparel_and_leather_and_allied_products,71812
321_Wood_products,708
322_Paper_products,7398
323_Printing_and_related_support_activities,1372
324_Petroleum_and_coal_products,68422
325_Chemical_products,44404
326_Plastics_and_rubber_products,10039
327_Nonmetallic_mineral_products,3033
331_Primary_metals,456
332_Fabricated_metal_products,4894
333_Machinery,4023
334_Computer_and_electronic_products,15433
335_Electrical_equipment_appliances_and_components,14860
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,83969
3364OT_Other_transportation_equipment,6119
337_Furniture_and_related_products,14815
339_Miscellaneous_manufacturing,25462
42_Wholesale_trade,72630
44RT_Retail_trade,321048
481_Air_transportation,24977
482_Rail_transportation,4982
483_Water_transportation,2580
484_Truck_transportation,14690
485_Transit_and_ground_passenger_transportation,8311
486_Pipeline_transportation,592
487OS_Other_transportation_and_support_activities,1131
493_Warehousing_and_storage,237
511_Publishing_industries_except_internet_includes_software,20003
512_Motion_picture_and_sound_recording_industries,8161
513_Broadcasting_and_telecommunications,54084
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,52498
523_Securities_commodity_contracts_and_investments,15063
524_Insurance_carriers_and_related_activities,66534
525_Funds_trusts_and_other_financial_vehicles,16421
531_Real_estate,357726
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,9087
5411_Legal_services,21474
5412OP_Miscellaneous_professional_scientific_and_technical_services,11633
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,8464
562_Waste_management_and_remediation_services,1874
61_Educational_services,42970
621_Ambulatory_health_care_services,116947
622HO_Hospitals_and_nursing_and_residential_care_facilities,166126
624_Social_assistance,18932
711AS_Performing_arts_spectator_sports_museums_and_related_activities,10523
713_Amusements_gambling_and_recreation_industries,21910
721_Accommodation,19018
722_Food_services_and_drinking_places,141411
81_Other_services_except_government,126341
GFE_Federal_government_enterprises,5184
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,10270
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-1850
Used_Scrap_used_and_secondhand_goods,11755
