commodity,F010_Personal_consumption_expenditures
111CA_Farms,19464
113FF_Forestry_fishing_and_related_activities,2346
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,44
213_Support_activities_for_mining,0
22_Utilities,98382
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,207172
313TT_Textile_mills_and_textile_product_mills,13389
315AL_Apparel_and_leather_and_allied_products,72978
321_Wood_products,685
322_Paper_products,7386
323_Printing_and_related_support_activities,1394
324_Petroleum_and_coal_products,66441
325_Chemical_products,46761
326_Plastics_and_rubber_products,9910
327_Nonmetallic_mineral_products,3164
331_Primary_metals,464
332_Fabricated_metal_products,4816
333_Machinery,4040
334_Computer_and_electronic_products,16106
335_Electrical_equipment_appliances_and_components,15360
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,97047
3364OT_Other_transportation_equipment,5813
337_Furniture_and_related_products,15409
339_Miscellaneous_manufacturing,25810
42_Wholesale_trade,80961
44RT_Retail_trade,361190
481_Air_transportation,26336
482_Rail_transportation,4987
483_Water_transportation,2843
484_Truck_transportation,15511
485_Transit_and_ground_passenger_transportation,8772
486_Pipeline_transportation,593
487OS_Other_transportation_and_support_activities,1413
493_Warehousing_and_storage,240
511_Publishing_industries_except_internet_includes_software,20244
512_Motion_picture_and_sound_recording_industries,8920
513_Broadcasting_and_telecommunications,59953
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,67801
523_Securities_commodity_contracts_and_investments,18237
524_Insurance_carriers_and_related_activities,73047
525_Funds_trusts_and_other_financial_vehicles,18858
531_Real_estate,394699
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,11870
5411_Legal_services,24587
5412OP_Miscellaneous_professional_scientific_and_technical_services,12869
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,9288
562_Waste_management_and_remediation_services,2143
61_Educational_services,46401
621_Ambulatory_health_care_services,131231
622HO_Hospitals_and_nursing_and_residential_care_facilities,178979
624_Social_assistance,21501
711AS_Performing_arts_spectator_sports_museums_and_related_activities,11106
713_Amusements_gambling_and_recreation_industries,24484
721_Accommodation,21195
722_Food_services_and_drinking_places,148873
81_Other_services_except_government,139373
GFE_Federal_government_enterprises,5616
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,12243
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-1585
Used_Scrap_used_and_secondhand_goods,13671
