commodity,F010_Personal_consumption_expenditures
111CA_Farms,23593
113FF_Forestry_fishing_and_related_activities,3204
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,54
213_Support_activities_for_mining,0
22_Utilities,112526
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,250251
313TT_Textile_mills_and_textile_product_mills,17630
315AL_Apparel_and_leather_and_allied_products,93798
321_Wood_products,859
322_Paper_products,9652
323_Printing_and_related_support_activities,1852
324_Petroleum_and_coal_products,62266
325_Chemical_products,63966
326_Plastics_and_rubber_products,11358
327_Nonmetallic_mineral_products,4176
331_Primary_metals,643
332_Fabricated_metal_products,6264
333_Machinery,4852
334_Computer_and_electronic_products,23666
335_Electrical_equipment_appliances_and_components,18792
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,116119
3364OT_Other_transportation_equipment,6774
337_Furniture_and_related_products,20654
339_Miscellaneous_manufacturing,37529
42_Wholesale_trade,104612
44RT_Retail_trade,459891
481_Air_transportation,36110
482_Rail_transportation,5376
483_Water_transportation,3278
484_Truck_transportation,20824
485_Transit_and_ground_passenger_transportation,10586
486_Pipeline_transportation,608
487OS_Other_transportation_and_support_activities,2201
493_Warehousing_and_storage,263
511_Publishing_industries_except_internet_includes_software,27071
512_Motion_picture_and_sound_recording_industries,13457
513_Broadcasting_and_telecommunications,78367
514_Data_processing_internet_publishing_and_other_information_services,50
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,69063
523_Securities_commodity_contracts_and_investments,26761
524_Insurance_carriers_and_related_activities,99756
525_Funds_trusts_and_other_financial_vehicles,26340
531_Real_estate,531094
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,18042
5411_Legal_services,37673
5412OP_Miscellaneous_professional_scientific_and_technical_services,19192
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,13740
562_Waste_management_and_remediation_services,3803
61_Educational_services,66312
621_Ambulatory_health_care_services,209218
622HO_Hospitals_and_nursing_and_residential_care_facilities,256274
624_Social_assistance,34220
711AS_Performing_arts_spectator_sports_museums_and_related_activities,14918
713_Amusements_gambling_and_recreation_industries,34727
721_Accommodation,30281
722_Food_services_and_drinking_places,208606
81_Other_services_except_government,194686
GFE_Federal_government_enterprises,6773
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,18997
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-16201
T005_Total_Intermediate,0
