commodity,F010_Personal_consumption_expenditures
111CA_Farms,5656
113FF_Forestry_fishing_and_related_activities,115
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,915
213_Support_activities_for_mining,0
22_Utilities,4108
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,32448
313TT_Textile_mills_and_textile_product_mills,2475
315AL_Apparel_and_leather_and_allied_products,11950
321_Wood_products,170
322_Paper_products,954
323_Printing_and_related_support_activities,123
324_Petroleum_and_coal_products,3635
325_Chemical_products,3286
326_Plastics_and_rubber_products,1032
327_Nonmetallic_mineral_products,277
331_Primary_metals,36
332_Fabricated_metal_products,501
333_Machinery,470
334_Computer_and_electronic_products,793
335_Electrical_equipment_appliances_and_components,2259
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,7313
3364OT_Other_transportation_equipment,131
337_Furniture_and_related_products,1898
339_Miscellaneous_manufacturing,2743
42_Wholesale_trade,5706
44RT_Retail_trade,34966
48_Transportation,6833
493_Warehousing_and_storage,5
51_Information,5322
52_Finance_and_insurance,6159
531_Real_estate,23480
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1070
54_Professional_scientific_and_technical_services,1499
55_Management_of_companies_and_enterprises,0
56_Administrative_and_waste_management_services,915
61_Educational_services,1752
62_Health_care_and_social_assistance,7596
71_Arts_entertainment_and_recreation,1879
721_Accommodation,1113
722_Food_services_and_drinking_places,12555
81_Other_services_except_government,12290
GFE_Federal_government_enterprises,396
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,414
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,335
Used_Scrap_used_and_secondhand_goods,765
