commodity,F010_Personal_consumption_expenditures
111CA_Farms,5324
113FF_Forestry_fishing_and_related_activities,464
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,8
213_Support_activities_for_mining,0
22_Utilities,13516
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,56245
313TT_Textile_mills_and_textile_product_mills,3993
315AL_Apparel_and_leather_and_allied_products,19356
321_Wood_products,170
322_Paper_products,1490
323_Printing_and_related_support_activities,337
324_Petroleum_and_coal_products,9761
325_Chemical_products,8694
326_Plastics_and_rubber_products,1801
327_Nonmetallic_mineral_products,703
331_Primary_metals,109
332_Fabricated_metal_products,1039
333_Machinery,894
334_Computer_and_electronic_products,3140
335_Electrical_equipment_appliances_and_components,4026
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,17284
3364OT_Other_transportation_equipment,833
337_Furniture_and_related_products,3822
339_Miscellaneous_manufacturing,4951
42_Wholesale_trade,20449
44RT_Retail_trade,81352
481_Air_transportation,4058
482_Rail_transportation,1965
483_Water_transportation,728
484_Truck_transportation,2686
485_Transit_and_ground_passenger_transportation,2599
486_Pipeline_transportation,153
487OS_Other_transportation_and_support_activities,160
493_Warehousing_and_storage,26
511_Publishing_industries_except_internet_includes_software,3847
512_Motion_picture_and_sound_recording_industries,1969
513_Broadcasting_and_telecommunications,9085
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,5808
523_Securities_commodity_contracts_and_investments,3409
524_Insurance_carriers_and_related_activities,11754
525_Funds_trusts_and_other_financial_vehicles,1120
531_Real_estate,71525
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1743
5411_Legal_services,3613
5412OP_Miscellaneous_professional_scientific_and_technical_services,2153
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,2289
562_Waste_management_and_remediation_services,285
61_Educational_services,7858
621_Ambulatory_health_care_services,16474
622HO_Hospitals_and_nursing_and_residential_care_facilities,16202
624_Social_assistance,2037
711AS_Performing_arts_spectator_sports_museums_and_related_activities,2165
713_Amusements_gambling_and_recreation_industries,3067
721_Accommodation,3172
722_Food_services_and_drinking_places,26643
81_Other_services_except_government,31846
GFE_Federal_government_enterprises,1169
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,1184
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2186
Used_Scrap_used_and_secondhand_goods,1945
