commodity,F010_Personal_consumption_expenditures
111CA_Farms,27781
113FF_Forestry_fishing_and_related_activities,4033
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,114
213_Support_activities_for_mining,0
22_Utilities,132144
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,281972
313TT_Textile_mills_and_textile_product_mills,17757
315AL_Apparel_and_leather_and_allied_products,109379
321_Wood_products,1190
322_Paper_products,11113
323_Printing_and_related_support_activities,2235
324_Petroleum_and_coal_products,65238
325_Chemical_products,76392
326_Plastics_and_rubber_products,13590
327_Nonmetallic_mineral_products,4892
331_Primary_metals,738
332_Fabricated_metal_products,6990
333_Machinery,4827
334_Computer_and_electronic_products,28497
335_Electrical_equipment_appliances_and_components,20319
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,115577
3364OT_Other_transportation_equipment,7484
337_Furniture_and_related_products,21380
339_Miscellaneous_manufacturing,46818
42_Wholesale_trade,131261
44RT_Retail_trade,541658
481_Air_transportation,43402
482_Rail_transportation,5510
483_Water_transportation,4428
484_Truck_transportation,26997
485_Transit_and_ground_passenger_transportation,13974
486_Pipeline_transportation,776
487OS_Other_transportation_and_support_activities,2864
493_Warehousing_and_storage,241
511_Publishing_industries_except_internet_includes_software,33663
512_Motion_picture_and_sound_recording_industries,17406
513_Broadcasting_and_telecommunications,100416
514_Data_processing_internet_publishing_and_other_information_services,712
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,89229
523_Securities_commodity_contracts_and_investments,44205
524_Insurance_carriers_and_related_activities,147928
525_Funds_trusts_and_other_financial_vehicles,32220
531_Real_estate,666462
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,31736
5411_Legal_services,46161
5412OP_Miscellaneous_professional_scientific_and_technical_services,24541
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,17709
562_Waste_management_and_remediation_services,5901
61_Educational_services,91832
621_Ambulatory_health_care_services,304123
622HO_Hospitals_and_nursing_and_residential_care_facilities,362987
624_Social_assistance,45985
711AS_Performing_arts_spectator_sports_museums_and_related_activities,20166
713_Amusements_gambling_and_recreation_industries,51188
721_Accommodation,38986
722_Food_services_and_drinking_places,256361
81_Other_services_except_government,229082
GFE_Federal_government_enterprises,6979
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,25047
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-37217
T005_Total_Intermediate,0
