commodity,F010_Personal_consumption_expenditures
111CA_Farms,4652
113FF_Forestry_fishing_and_related_activities,398
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,7
213_Support_activities_for_mining,0
22_Utilities,11548
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,45887
313TT_Textile_mills_and_textile_product_mills,3360
315AL_Apparel_and_leather_and_allied_products,16376
321_Wood_products,136
322_Paper_products,1125
323_Printing_and_related_support_activities,264
324_Petroleum_and_coal_products,8216
325_Chemical_products,7082
326_Plastics_and_rubber_products,1379
327_Nonmetallic_mineral_products,565
331_Primary_metals,81
332_Fabricated_metal_products,747
333_Machinery,651
334_Computer_and_electronic_products,2014
335_Electrical_equipment_appliances_and_components,3433
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,14712
3364OT_Other_transportation_equipment,544
337_Furniture_and_related_products,3088
339_Miscellaneous_manufacturing,3580
42_Wholesale_trade,15277
44RT_Retail_trade,68485
481_Air_transportation,2572
482_Rail_transportation,1845
483_Water_transportation,523
484_Truck_transportation,2271
485_Transit_and_ground_passenger_transportation,2262
486_Pipeline_transportation,131
487OS_Other_transportation_and_support_activities,120
493_Warehousing_and_storage,19
511_Publishing_industries_except_internet_includes_software,3117
512_Motion_picture_and_sound_recording_industries,1537
513_Broadcasting_and_telecommunications,6786
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,4426
523_Securities_commodity_contracts_and_investments,2177
524_Insurance_carriers_and_related_activities,9693
525_Funds_trusts_and_other_financial_vehicles,866
531_Real_estate,59509
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1514
5411_Legal_services,2796
5412OP_Miscellaneous_professional_scientific_and_technical_services,1458
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,1971
562_Waste_management_and_remediation_services,247
61_Educational_services,5497
621_Ambulatory_health_care_services,13778
622HO_Hospitals_and_nursing_and_residential_care_facilities,10947
624_Social_assistance,1246
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1770
713_Amusements_gambling_and_recreation_industries,2652
721_Accommodation,2353
722_Food_services_and_drinking_places,21740
81_Other_services_except_government,26125
GFE_Federal_government_enterprises,963
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,984
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1446
Used_Scrap_used_and_secondhand_goods,1681
