commodity,F010_Personal_consumption_expenditures
111CA_Farms,8711
113FF_Forestry_fishing_and_related_activities,824
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,15
213_Support_activities_for_mining,0
22_Utilities,22594
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,88815
313TT_Textile_mills_and_textile_product_mills,5403
315AL_Apparel_and_leather_and_allied_products,32046
321_Wood_products,296
322_Paper_products,2175
323_Printing_and_related_support_activities,481
324_Petroleum_and_coal_products,17510
325_Chemical_products,15005
326_Plastics_and_rubber_products,3700
327_Nonmetallic_mineral_products,1240
331_Primary_metals,190
332_Fabricated_metal_products,1612
333_Machinery,1767
334_Computer_and_electronic_products,5077
335_Electrical_equipment_appliances_and_components,7326
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,32782
3364OT_Other_transportation_equipment,2840
337_Furniture_and_related_products,6460
339_Miscellaneous_manufacturing,8530
42_Wholesale_trade,29394
44RT_Retail_trade,124532
481_Air_transportation,7193
482_Rail_transportation,2725
483_Water_transportation,1123
484_Truck_transportation,5119
485_Transit_and_ground_passenger_transportation,4152
486_Pipeline_transportation,224
487OS_Other_transportation_and_support_activities,329
493_Warehousing_and_storage,58
511_Publishing_industries_except_internet_includes_software,6522
512_Motion_picture_and_sound_recording_industries,2884
513_Broadcasting_and_telecommunications,16987
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,12812
523_Securities_commodity_contracts_and_investments,3138
524_Insurance_carriers_and_related_activities,21179
525_Funds_trusts_and_other_financial_vehicles,2762
531_Real_estate,118599
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2665
5411_Legal_services,6948
5412OP_Miscellaneous_professional_scientific_and_technical_services,3708
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,3180
562_Waste_management_and_remediation_services,569
61_Educational_services,15098
621_Ambulatory_health_care_services,30172
622HO_Hospitals_and_nursing_and_residential_care_facilities,38575
624_Social_assistance,4588
711AS_Performing_arts_spectator_sports_museums_and_related_activities,3499
713_Amusements_gambling_and_recreation_industries,5447
721_Accommodation,5728
722_Food_services_and_drinking_places,48021
81_Other_services_except_government,46836
GFE_Federal_government_enterprises,1886
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,2459
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1951
Used_Scrap_used_and_secondhand_goods,3115
