commodity,F010_Personal_consumption_expenditures
111CA_Farms,5623
113FF_Forestry_fishing_and_related_activities,179
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,240
213_Support_activities_for_mining,0
22_Utilities,8354
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,42940
313TT_Textile_mills_and_textile_product_mills,2531
315AL_Apparel_and_leather_and_allied_products,14937
321_Wood_products,208
322_Paper_products,1131
323_Printing_and_related_support_activities,300
324_Petroleum_and_coal_products,6508
325_Chemical_products,5460
326_Plastics_and_rubber_products,1319
327_Nonmetallic_mineral_products,367
331_Primary_metals,46
332_Fabricated_metal_products,569
333_Machinery,655
334_Computer_and_electronic_products,1482
335_Electrical_equipment_appliances_and_components,3079
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,11198
3364OT_Other_transportation_equipment,358
337_Furniture_and_related_products,2637
339_Miscellaneous_manufacturing,3400
42_Wholesale_trade,10596
44RT_Retail_trade,49856
48_Transportation,8027
493_Warehousing_and_storage,10
51_Information,8709
52_Finance_and_insurance,12086
531_Real_estate,43663
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1309
54_Professional_scientific_and_technical_services,2486
55_Management_of_companies_and_enterprises,0
56_Administrative_and_waste_management_services,1570
61_Educational_services,3742
62_Health_care_and_social_assistance,16122
71_Arts_entertainment_and_recreation,2691
721_Accommodation,1784
722_Food_services_and_drinking_places,17279
81_Other_services_except_government,20248
GFE_Federal_government_enterprises,642
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,648
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1380
Used_Scrap_used_and_secondhand_goods,761
