commodity,F010_Personal_consumption_expenditures
111CA_Farms,5294
113FF_Forestry_fishing_and_related_activities,94
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1050
213_Support_activities_for_mining,0
22_Utilities,2590
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,27419
313TT_Textile_mills_and_textile_product_mills,1810
315AL_Apparel_and_leather_and_allied_products,10560
321_Wood_products,134
322_Paper_products,795
323_Printing_and_related_support_activities,39
324_Petroleum_and_coal_products,2375
325_Chemical_products,2499
326_Plastics_and_rubber_products,857
327_Nonmetallic_mineral_products,215
331_Primary_metals,28
332_Fabricated_metal_products,409
333_Machinery,365
334_Computer_and_electronic_products,677
335_Electrical_equipment_appliances_and_components,1882
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3636
3364OT_Other_transportation_equipment,178
337_Furniture_and_related_products,1426
339_Miscellaneous_manufacturing,2267
42_Wholesale_trade,4377
44RT_Retail_trade,27777
48_Transportation,6127
493_Warehousing_and_storage,4
51_Information,3808
52_Finance_and_insurance,4113
531_Real_estate,15224
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,675
54_Professional_scientific_and_technical_services,1185
55_Management_of_companies_and_enterprises,0
56_Administrative_and_waste_management_services,739
61_Educational_services,1294
62_Health_care_and_social_assistance,5687
71_Arts_entertainment_and_recreation,1941
721_Accommodation,1026
722_Food_services_and_drinking_places,10734
81_Other_services_except_government,9648
GFE_Federal_government_enterprises,297
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,333
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-212
Used_Scrap_used_and_secondhand_goods,477
