commodity,F010_Personal_consumption_expenditures
111CA_Farms,9735
113FF_Forestry_fishing_and_related_activities,951
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,19
213_Support_activities_for_mining,0
22_Utilities,26391
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,99222
313TT_Textile_mills_and_textile_product_mills,5791
315AL_Apparel_and_leather_and_allied_products,32854
321_Wood_products,345
322_Paper_products,2498
323_Printing_and_related_support_activities,504
324_Petroleum_and_coal_products,24839
325_Chemical_products,16424
326_Plastics_and_rubber_products,3978
327_Nonmetallic_mineral_products,1374
331_Primary_metals,212
332_Fabricated_metal_products,1818
333_Machinery,1844
334_Computer_and_electronic_products,5431
335_Electrical_equipment_appliances_and_components,7685
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,27134
3364OT_Other_transportation_equipment,2868
337_Furniture_and_related_products,6761
339_Miscellaneous_manufacturing,9434
42_Wholesale_trade,30360
44RT_Retail_trade,139399
481_Air_transportation,8490
482_Rail_transportation,2793
483_Water_transportation,1018
484_Truck_transportation,5320
485_Transit_and_ground_passenger_transportation,4519
486_Pipeline_transportation,231
487OS_Other_transportation_and_support_activities,363
493_Warehousing_and_storage,62
511_Publishing_industries_except_internet_includes_software,7094
512_Motion_picture_and_sound_recording_industries,3304
513_Broadcasting_and_telecommunications,18729
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,15536
523_Securities_commodity_contracts_and_investments,2790
524_Insurance_carriers_and_related_activities,22245
525_Funds_trusts_and_other_financial_vehicles,3451
531_Real_estate,129609
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2897
5411_Legal_services,7683
5412OP_Miscellaneous_professional_scientific_and_technical_services,4184
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,3188
562_Waste_management_and_remediation_services,630
61_Educational_services,16365
621_Ambulatory_health_care_services,33453
622HO_Hospitals_and_nursing_and_residential_care_facilities,44248
624_Social_assistance,5032
711AS_Performing_arts_spectator_sports_museums_and_related_activities,3875
713_Amusements_gambling_and_recreation_industries,6376
721_Accommodation,6242
722_Food_services_and_drinking_places,52851
81_Other_services_except_government,50223
GFE_Federal_government_enterprises,2039
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,2731
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1634
Used_Scrap_used_and_secondhand_goods,3086
