commodity,F010_Personal_consumption_expenditures
111CA_Farms,6231
113FF_Forestry_fishing_and_related_activities,595
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,9
213_Support_activities_for_mining,0
22_Utilities,15596
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,65549
313TT_Textile_mills_and_textile_product_mills,4334
315AL_Apparel_and_leather_and_allied_products,23646
321_Wood_products,209
322_Paper_products,1693
323_Printing_and_related_support_activities,400
324_Petroleum_and_coal_products,11461
325_Chemical_products,10585
326_Plastics_and_rubber_products,2341
327_Nonmetallic_mineral_products,879
331_Primary_metals,131
332_Fabricated_metal_products,1222
333_Machinery,1055
334_Computer_and_electronic_products,3629
335_Electrical_equipment_appliances_and_components,5030
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,22355
3364OT_Other_transportation_equipment,1351
337_Furniture_and_related_products,4551
339_Miscellaneous_manufacturing,6021
42_Wholesale_trade,23179
44RT_Retail_trade,93071
481_Air_transportation,4907
482_Rail_transportation,2167
483_Water_transportation,902
484_Truck_transportation,3663
485_Transit_and_ground_passenger_transportation,3144
486_Pipeline_transportation,170
487OS_Other_transportation_and_support_activities,201
493_Warehousing_and_storage,37
511_Publishing_industries_except_internet_includes_software,4594
512_Motion_picture_and_sound_recording_industries,2330
513_Broadcasting_and_telecommunications,11058
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,8265
523_Securities_commodity_contracts_and_investments,3484
524_Insurance_carriers_and_related_activities,14374
525_Funds_trusts_and_other_financial_vehicles,1499
531_Real_estate,83802
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1958
5411_Legal_services,4194
5412OP_Miscellaneous_professional_scientific_and_technical_services,2852
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,2651
562_Waste_management_and_remediation_services,353
61_Educational_services,10020
621_Ambulatory_health_care_services,20183
622HO_Hospitals_and_nursing_and_residential_care_facilities,22817
624_Social_assistance,2611
711AS_Performing_arts_spectator_sports_museums_and_related_activities,2597
713_Amusements_gambling_and_recreation_industries,3573
721_Accommodation,3900
722_Food_services_and_drinking_places,32475
81_Other_services_except_government,36335
GFE_Federal_government_enterprises,1397
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,1436
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2266
Used_Scrap_used_and_secondhand_goods,2302
