commodity,F010_Personal_consumption_expenditures
111CA_Farms,5770
113FF_Forestry_fishing_and_related_activities,120
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,799
213_Support_activities_for_mining,0
22_Utilities,4535
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,34152
313TT_Textile_mills_and_textile_product_mills,2295
315AL_Apparel_and_leather_and_allied_products,12353
321_Wood_products,175
322_Paper_products,940
323_Printing_and_related_support_activities,142
324_Petroleum_and_coal_products,3946
325_Chemical_products,3351
326_Plastics_and_rubber_products,1029
327_Nonmetallic_mineral_products,279
331_Primary_metals,35
332_Fabricated_metal_products,499
333_Machinery,411
334_Computer_and_electronic_products,928
335_Electrical_equipment_appliances_and_components,2342
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,6807
3364OT_Other_transportation_equipment,163
337_Furniture_and_related_products,1928
339_Miscellaneous_manufacturing,2798
42_Wholesale_trade,6037
44RT_Retail_trade,36584
48_Transportation,7088
493_Warehousing_and_storage,5
51_Information,5713
52_Finance_and_insurance,6552
531_Real_estate,26082
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1111
54_Professional_scientific_and_technical_services,1559
55_Management_of_companies_and_enterprises,0
56_Administrative_and_waste_management_services,930
61_Educational_services,1919
62_Health_care_and_social_assistance,8334
71_Arts_entertainment_and_recreation,1970
721_Accommodation,1189
722_Food_services_and_drinking_places,13429
81_Other_services_except_government,13029
GFE_Federal_government_enterprises,430
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,434
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,516
Used_Scrap_used_and_secondhand_goods,612
