commodity,F010_Personal_consumption_expenditures
111CA_Farms,11545
113FF_Forestry_fishing_and_related_activities,1268
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,21
213_Support_activities_for_mining,0
22_Utilities,41454
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,121857
313TT_Textile_mills_and_textile_product_mills,7249
315AL_Apparel_and_leather_and_allied_products,40904
321_Wood_products,440
322_Paper_products,3536
323_Printing_and_related_support_activities,629
324_Petroleum_and_coal_products,35225
325_Chemical_products,20657
326_Plastics_and_rubber_products,5479
327_Nonmetallic_mineral_products,1823
331_Primary_metals,287
332_Fabricated_metal_products,2611
333_Machinery,2322
334_Computer_and_electronic_products,7307
335_Electrical_equipment_appliances_and_components,9536
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,48439
3364OT_Other_transportation_equipment,3731
337_Furniture_and_related_products,8616
339_Miscellaneous_manufacturing,13223
42_Wholesale_trade,42565
44RT_Retail_trade,184438
481_Air_transportation,11809
482_Rail_transportation,3381
483_Water_transportation,1766
484_Truck_transportation,7461
485_Transit_and_ground_passenger_transportation,5746
486_Pipeline_transportation,364
487OS_Other_transportation_and_support_activities,491
493_Warehousing_and_storage,100
511_Publishing_industries_except_internet_includes_software,9155
512_Motion_picture_and_sound_recording_industries,4187
513_Broadcasting_and_telecommunications,26043
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,22241
523_Securities_commodity_contracts_and_investments,4478
524_Insurance_carriers_and_related_activities,32029
525_Funds_trusts_and_other_financial_vehicles,6276
531_Real_estate,172945
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,4072
5411_Legal_services,9696
5412OP_Miscellaneous_professional_scientific_and_technical_services,5796
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,4339
562_Waste_management_and_remediation_services,854
61_Educational_services,21315
621_Ambulatory_health_care_services,49736
622HO_Hospitals_and_nursing_and_residential_care_facilities,68244
624_Social_assistance,7864
711AS_Performing_arts_spectator_sports_museums_and_related_activities,5246
713_Amusements_gambling_and_recreation_industries,9639
721_Accommodation,8764
722_Food_services_and_drinking_places,74557
81_Other_services_except_government,68378
GFE_Federal_government_enterprises,2616
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,3999
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,427
T005_Total_Intermediate,0
