commodity,F010_Personal_consumption_expenditures
111CA_Farms,18387
113FF_Forestry_fishing_and_related_activities,2093
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,33
213_Support_activities_for_mining,0
22_Utilities,88125
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,192175
313TT_Textile_mills_and_textile_product_mills,11320
315AL_Apparel_and_leather_and_allied_products,65065
321_Wood_products,696
322_Paper_products,6755
323_Printing_and_related_support_activities,1204
324_Petroleum_and_coal_products,67696
325_Chemical_products,39677
326_Plastics_and_rubber_products,9439
327_Nonmetallic_mineral_products,2778
331_Primary_metals,415
332_Fabricated_metal_products,4518
333_Machinery,3576
334_Computer_and_electronic_products,13301
335_Electrical_equipment_appliances_and_components,13514
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,70009
3364OT_Other_transportation_equipment,4525
337_Furniture_and_related_products,12715
339_Miscellaneous_manufacturing,22268
42_Wholesale_trade,64993
44RT_Retail_trade,300056
481_Air_transportation,22109
482_Rail_transportation,4546
483_Water_transportation,2549
484_Truck_transportation,12842
485_Transit_and_ground_passenger_transportation,7672
486_Pipeline_transportation,576
487OS_Other_transportation_and_support_activities,901
493_Warehousing_and_storage,191
511_Publishing_industries_except_internet_includes_software,18311
512_Motion_picture_and_sound_recording_industries,7510
513_Broadcasting_and_telecommunications,49550
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,52509
523_Securities_commodity_contracts_and_investments,15272
524_Insurance_carriers_and_related_activities,58715
525_Funds_trusts_and_other_financial_vehicles,14258
531_Real_estate,327197
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,6843
5411_Legal_services,18927
5412OP_Miscellaneous_professional_scientific_and_technical_services,10888
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,7472
562_Waste_management_and_remediation_services,1624
61_Educational_services,39232
621_Ambulatory_health_care_services,103985
622HO_Hospitals_and_nursing_and_residential_care_facilities,154614
624_Social_assistance,17002
711AS_Performing_arts_spectator_sports_museums_and_related_activities,9748
713_Amusements_gambling_and_recreation_industries,20472
721_Accommodation,16520
722_Food_services_and_drinking_places,132312
81_Other_services_except_government,113047
GFE_Federal_government_enterprises,4862
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,8531
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-2775
Used_Scrap_used_and_secondhand_goods,8260
