commodity,F010_Personal_consumption_expenditures
111CA_Farms,20754
113FF_Forestry_fishing_and_related_activities,2655
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,43
213_Support_activities_for_mining,0
22_Utilities,100470
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,218991
313TT_Textile_mills_and_textile_product_mills,16057
315AL_Apparel_and_leather_and_allied_products,82001
321_Wood_products,705
322_Paper_products,7459
323_Printing_and_related_support_activities,1513
324_Petroleum_and_coal_products,53739
325_Chemical_products,53910
326_Plastics_and_rubber_products,9756
327_Nonmetallic_mineral_products,3485
331_Primary_metals,511
332_Fabricated_metal_products,5166
333_Machinery,4468
334_Computer_and_electronic_products,20126
335_Electrical_equipment_appliances_and_components,16520
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,106047
3364OT_Other_transportation_equipment,6121
337_Furniture_and_related_products,17960
339_Miscellaneous_manufacturing,30385
42_Wholesale_trade,88979
44RT_Retail_trade,419256
481_Air_transportation,30946
482_Rail_transportation,4893
483_Water_transportation,2972
484_Truck_transportation,17294
485_Transit_and_ground_passenger_transportation,9023
486_Pipeline_transportation,570
487OS_Other_transportation_and_support_activities,1801
493_Warehousing_and_storage,233
511_Publishing_industries_except_internet_includes_software,23114
512_Motion_picture_and_sound_recording_industries,10698
513_Broadcasting_and_telecommunications,68606
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,65661
523_Securities_commodity_contracts_and_investments,26464
524_Insurance_carriers_and_related_activities,72087
525_Funds_trusts_and_other_financial_vehicles,24979
531_Real_estate,461621
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,14758
5411_Legal_services,30911
5412OP_Miscellaneous_professional_scientific_and_technical_services,15943
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,10638
562_Waste_management_and_remediation_services,2957
61_Educational_services,53968
621_Ambulatory_health_care_services,167500
622HO_Hospitals_and_nursing_and_residential_care_facilities,209627
624_Social_assistance,26931
711AS_Performing_arts_spectator_sports_museums_and_related_activities,12445
713_Amusements_gambling_and_recreation_industries,27799
721_Accommodation,25445
722_Food_services_and_drinking_places,175224
81_Other_services_except_government,161475
GFE_Federal_government_enterprises,6324
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,14959
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-4815
T005_Total_Intermediate,0
