commodity,F010_Personal_consumption_expenditures
111CA_Farms,5383
113FF_Forestry_fishing_and_related_activities,465
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,8
213_Support_activities_for_mining,0
22_Utilities,12780
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,53990
313TT_Textile_mills_and_textile_product_mills,3879
315AL_Apparel_and_leather_and_allied_products,18611
321_Wood_products,163
322_Paper_products,1411
323_Printing_and_related_support_activities,320
324_Petroleum_and_coal_products,9219
325_Chemical_products,8160
326_Plastics_and_rubber_products,1694
327_Nonmetallic_mineral_products,673
331_Primary_metals,104
332_Fabricated_metal_products,980
333_Machinery,822
334_Computer_and_electronic_products,2871
335_Electrical_equipment_appliances_and_components,3879
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,17671
3364OT_Other_transportation_equipment,776
337_Furniture_and_related_products,3659
339_Miscellaneous_manufacturing,4632
42_Wholesale_trade,19526
44RT_Retail_trade,78544
481_Air_transportation,3304
482_Rail_transportation,2003
483_Water_transportation,692
484_Truck_transportation,2610
485_Transit_and_ground_passenger_transportation,2438
486_Pipeline_transportation,149
487OS_Other_transportation_and_support_activities,145
493_Warehousing_and_storage,24
511_Publishing_industries_except_internet_includes_software,3797
512_Motion_picture_and_sound_recording_industries,1897
513_Broadcasting_and_telecommunications,8220
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,5262
523_Securities_commodity_contracts_and_investments,2939
524_Insurance_carriers_and_related_activities,11349
525_Funds_trusts_and_other_financial_vehicles,1021
531_Real_estate,67229
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1573
5411_Legal_services,3428
5412OP_Miscellaneous_professional_scientific_and_technical_services,1931
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,2166
562_Waste_management_and_remediation_services,277
61_Educational_services,7113
621_Ambulatory_health_care_services,15688
622HO_Hospitals_and_nursing_and_residential_care_facilities,13757
624_Social_assistance,1740
711AS_Performing_arts_spectator_sports_museums_and_related_activities,2039
713_Amusements_gambling_and_recreation_industries,2879
721_Accommodation,2825
722_Food_services_and_drinking_places,25736
81_Other_services_except_government,29655
GFE_Federal_government_enterprises,1080
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,1119
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1776
T005_Total_Intermediate,0
