commodity,F010_Personal_consumption_expenditures
111CA_Farms,5458
113FF_Forestry_fishing_and_related_activities,136
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,604
213_Support_activities_for_mining,0
22_Utilities,6026
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,36617
313TT_Textile_mills_and_textile_product_mills,2298
315AL_Apparel_and_leather_and_allied_products,13374
321_Wood_products,202
322_Paper_products,1043
323_Printing_and_related_support_activities,216
324_Petroleum_and_coal_products,4939
325_Chemical_products,4082
326_Plastics_and_rubber_products,1114
327_Nonmetallic_mineral_products,312
331_Primary_metals,41
332_Fabricated_metal_products,516
333_Machinery,577
334_Computer_and_electronic_products,1155
335_Electrical_equipment_appliances_and_components,2604
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,11512
3364OT_Other_transportation_equipment,236
337_Furniture_and_related_products,2348
339_Miscellaneous_manufacturing,3166
42_Wholesale_trade,7895
44RT_Retail_trade,40821
48_Transportation,7369
493_Warehousing_and_storage,6
51_Information,6892
52_Finance_and_insurance,9181
531_Real_estate,33288
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1279
54_Professional_scientific_and_technical_services,1807
55_Management_of_companies_and_enterprises,0
56_Administrative_and_waste_management_services,1162
61_Educational_services,2499
62_Health_care_and_social_assistance,10798
71_Arts_entertainment_and_recreation,2223
721_Accommodation,1446
722_Food_services_and_drinking_places,14712
81_Other_services_except_government,15594
GFE_Federal_government_enterprises,529
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,592
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,977
Used_Scrap_used_and_secondhand_goods,640
