commodity,F010_Personal_consumption_expenditures
111CA_Farms,25730
113FF_Forestry_fishing_and_related_activities,3637
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,61
213_Support_activities_for_mining,0
22_Utilities,120261
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,274160
313TT_Textile_mills_and_textile_product_mills,17426
315AL_Apparel_and_leather_and_allied_products,98274
321_Wood_products,875
322_Paper_products,10814
323_Printing_and_related_support_activities,2056
324_Petroleum_and_coal_products,67602
325_Chemical_products,72811
326_Plastics_and_rubber_products,11892
327_Nonmetallic_mineral_products,4460
331_Primary_metals,666
332_Fabricated_metal_products,6611
333_Machinery,4618
334_Computer_and_electronic_products,25281
335_Electrical_equipment_appliances_and_components,18592
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,95584
3364OT_Other_transportation_equipment,6969
337_Furniture_and_related_products,19460
339_Miscellaneous_manufacturing,41078
42_Wholesale_trade,117112
44RT_Retail_trade,484161
481_Air_transportation,36817
482_Rail_transportation,5626
483_Water_transportation,3713
484_Truck_transportation,23249
485_Transit_and_ground_passenger_transportation,12703
486_Pipeline_transportation,628
487OS_Other_transportation_and_support_activities,2216
493_Warehousing_and_storage,252
511_Publishing_industries_except_internet_includes_software,29934
512_Motion_picture_and_sound_recording_industries,14270
513_Broadcasting_and_telecommunications,86650
514_Data_processing_internet_publishing_and_other_information_services,200
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,70419
523_Securities_commodity_contracts_and_investments,31161
524_Insurance_carriers_and_related_activities,123838
525_Funds_trusts_and_other_financial_vehicles,24263
531_Real_estate,601406
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,21401
5411_Legal_services,41728
5412OP_Miscellaneous_professional_scientific_and_technical_services,22421
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,14972
562_Waste_management_and_remediation_services,4669
61_Educational_services,77265
621_Ambulatory_health_care_services,258813
622HO_Hospitals_and_nursing_and_residential_care_facilities,313625
624_Social_assistance,38530
711AS_Performing_arts_spectator_sports_museums_and_related_activities,17234
713_Amusements_gambling_and_recreation_industries,40932
721_Accommodation,34203
722_Food_services_and_drinking_places,235543
81_Other_services_except_government,203977
GFE_Federal_government_enterprises,6870
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,20847
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-28975
Used_Scrap_used_and_secondhand_goods,21859
