commodity,F010_Personal_consumption_expenditures
111CA_Farms,26529
113FF_Forestry_fishing_and_related_activities,3928
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,65
213_Support_activities_for_mining,0
22_Utilities,122328
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,278850
313TT_Textile_mills_and_textile_product_mills,18298
315AL_Apparel_and_leather_and_allied_products,104864
321_Wood_products,920
322_Paper_products,11311
323_Printing_and_related_support_activities,2197
324_Petroleum_and_coal_products,68668
325_Chemical_products,75825
326_Plastics_and_rubber_products,12340
327_Nonmetallic_mineral_products,4803
331_Primary_metals,715
332_Fabricated_metal_products,7009
333_Machinery,4711
334_Computer_and_electronic_products,25673
335_Electrical_equipment_appliances_and_components,19404
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,106861
3364OT_Other_transportation_equipment,6853
337_Furniture_and_related_products,20023
339_Miscellaneous_manufacturing,43213
42_Wholesale_trade,121570
44RT_Retail_trade,508350
481_Air_transportation,38212
482_Rail_transportation,5786
483_Water_transportation,4236
484_Truck_transportation,25075
485_Transit_and_ground_passenger_transportation,13550
486_Pipeline_transportation,677
487OS_Other_transportation_and_support_activities,2317
493_Warehousing_and_storage,268
511_Publishing_industries_except_internet_includes_software,30298
512_Motion_picture_and_sound_recording_industries,14717
513_Broadcasting_and_telecommunications,95143
514_Data_processing_internet_publishing_and_other_information_services,305
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,81303
523_Securities_commodity_contracts_and_investments,36695
524_Insurance_carriers_and_related_activities,133262
525_Funds_trusts_and_other_financial_vehicles,25307
531_Real_estate,634498
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,25660
5411_Legal_services,44863
5412OP_Miscellaneous_professional_scientific_and_technical_services,24215
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,16422
562_Waste_management_and_remediation_services,5055
61_Educational_services,83690
621_Ambulatory_health_care_services,288054
622HO_Hospitals_and_nursing_and_residential_care_facilities,343053
624_Social_assistance,42146
711AS_Performing_arts_spectator_sports_museums_and_related_activities,18623
713_Amusements_gambling_and_recreation_industries,47074
721_Accommodation,37756
722_Food_services_and_drinking_places,245260
81_Other_services_except_government,220793
GFE_Federal_government_enterprises,6762
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,22657
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-35417
Used_Scrap_used_and_secondhand_goods,23938
