commodity,F010_Personal_consumption_expenditures
111CA_Farms,6699
113FF_Forestry_fishing_and_related_activities,649
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,11
213_Support_activities_for_mining,0
22_Utilities,17038
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,70635
313TT_Textile_mills_and_textile_product_mills,4141
315AL_Apparel_and_leather_and_allied_products,24044
321_Wood_products,217
322_Paper_products,1685
323_Printing_and_related_support_activities,391
324_Petroleum_and_coal_products,11882
325_Chemical_products,11541
326_Plastics_and_rubber_products,2502
327_Nonmetallic_mineral_products,934
331_Primary_metals,137
332_Fabricated_metal_products,1230
333_Machinery,1047
334_Computer_and_electronic_products,3764
335_Electrical_equipment_appliances_and_components,5320
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,19546
3364OT_Other_transportation_equipment,1551
337_Furniture_and_related_products,4538
339_Miscellaneous_manufacturing,6115
42_Wholesale_trade,24787
44RT_Retail_trade,99299
481_Air_transportation,5108
482_Rail_transportation,2288
483_Water_transportation,1049
484_Truck_transportation,4019
485_Transit_and_ground_passenger_transportation,3479
486_Pipeline_transportation,169
487OS_Other_transportation_and_support_activities,235
493_Warehousing_and_storage,40
511_Publishing_industries_except_internet_includes_software,5235
512_Motion_picture_and_sound_recording_industries,2538
513_Broadcasting_and_telecommunications,12065
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,9867
523_Securities_commodity_contracts_and_investments,2771
524_Insurance_carriers_and_related_activities,15730
525_Funds_trusts_and_other_financial_vehicles,1705
531_Real_estate,90625
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2046
5411_Legal_services,4955
5412OP_Miscellaneous_professional_scientific_and_technical_services,3100
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,2725
562_Waste_management_and_remediation_services,405
61_Educational_services,11416
621_Ambulatory_health_care_services,22576
622HO_Hospitals_and_nursing_and_residential_care_facilities,26141
624_Social_assistance,2915
711AS_Performing_arts_spectator_sports_museums_and_related_activities,2792
713_Amusements_gambling_and_recreation_industries,3908
721_Accommodation,4295
722_Food_services_and_drinking_places,36285
81_Other_services_except_government,38847
GFE_Federal_government_enterprises,1454
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,1627
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2475
Used_Scrap_used_and_secondhand_goods,2140
