commodity,F010_Personal_consumption_expenditures
111CA_Farms,16457
113FF_Forestry_fishing_and_related_activities,1875
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,32
213_Support_activities_for_mining,0
22_Utilities,69416
23_Construction,0
311FT_Food_and_beverage_and_tobacco_products,170801
313TT_Textile_mills_and_textile_product_mills,9293
315AL_Apparel_and_leather_and_allied_products,55354
321_Wood_products,605
322_Paper_products,5599
323_Printing_and_related_support_activities,1004
324_Petroleum_and_coal_products,70999
325_Chemical_products,32277
326_Plastics_and_rubber_products,8003
327_Nonmetallic_mineral_products,2425
331_Primary_metals,381
332_Fabricated_metal_products,3908
333_Machinery,2982
334_Computer_and_electronic_products,9995
335_Electrical_equipment_appliances_and_components,11996
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,49960
3364OT_Other_transportation_equipment,4518
337_Furniture_and_related_products,11043
339_Miscellaneous_manufacturing,18978
42_Wholesale_trade,62928
44RT_Retail_trade,280339
481_Air_transportation,18250
482_Rail_transportation,4457
483_Water_transportation,2455
484_Truck_transportation,10706
485_Transit_and_ground_passenger_transportation,6953
486_Pipeline_transportation,551
487OS_Other_transportation_and_support_activities,695
493_Warehousing_and_storage,163
511_Publishing_industries_except_internet_includes_software,15467
512_Motion_picture_and_sound_recording_industries,6041
513_Broadcasting_and_telecommunications,38891
514_Data_processing_internet_publishing_and_other_information_services,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,29655
523_Securities_commodity_contracts_and_investments,8862
524_Insurance_carriers_and_related_activities,47861
525_Funds_trusts_and_other_financial_vehicles,11922
531_Real_estate,277812
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5519
5411_Legal_services,15535
5412OP_Miscellaneous_professional_scientific_and_technical_services,8769
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,0
561_Administrative_and_support_services,6378
562_Waste_management_and_remediation_services,1399
61_Educational_services,32318
621_Ambulatory_health_care_services,84091
622HO_Hospitals_and_nursing_and_residential_care_facilities,122273
624_Social_assistance,14315
711AS_Performing_arts_spectator_sports_museums_and_related_activities,8363
713_Amusements_gambling_and_recreation_industries,16731
721_Accommodation,14196
722_Food_services_and_drinking_places,114979
81_Other_services_except_government,96426
GFE_Federal_government_enterprises,4044
GFG_Federal_general_government,0
GSLE_State_and_local_government_enterprises,6303
GSLG_State_and_local_general_government,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,-5562
T005_Total_Intermediate,0
